species,n_classes,support,accuracy,macro_precision,macro_recall,macro_f1,top5_recall
Chihuahuan Raven,1,27,0.1111,0.2308,0.1111,0.1500,0.7778
Bank Swallow,1,27,0.1852,0.4545,0.1852,0.2632,0.4444
Pacific Wren,1,21,0.1905,0.5714,0.1905,0.2857,0.7143
Black Tern,1,35,0.2571,0.8182,0.2571,0.3913,0.6000
Greater Scaup,2,73,0.2740,0.6190,0.2527,0.3469,0.7397
Cave Swallow,1,34,0.2941,0.4545,0.2941,0.3571,0.7647
Cassin's Vireo,1,36,0.3056,0.2821,0.3056,0.2933,0.8333
Northwestern Crow,1,19,0.3158,0.4000,0.3158,0.3529,0.7368
California Gull,2,66,0.3182,0.4343,0.3107,0.3614,0.7424
Mourning Warbler,1,52,0.3269,0.7083,0.3269,0.4474,0.7308
Black Guillemot,2,32,0.3438,0.4152,0.3417,0.3739,0.8750
Cackling Goose,1,14,0.3571,0.5556,0.3571,0.4348,0.9286
Fish Crow,1,30,0.3667,0.3143,0.3667,0.3385,0.8667
Bell's Vireo,1,29,0.3793,0.5238,0.3793,0.4400,0.7241
Great Cormorant,2,64,0.3906,0.5962,0.3625,0.4500,0.8438
Juniper Titmouse,1,25,0.4000,0.5263,0.4000,0.4545,0.8400
American Crow,1,57,0.4035,0.4259,0.4035,0.4144,0.8246
Neotropic Cormorant,1,38,0.4211,0.5926,0.4211,0.4923,0.8158
Western Wood-Pewee,1,49,0.4286,0.4200,0.4286,0.4242,0.8367
Broad-winged Hawk,2,55,0.4364,0.5500,0.4377,0.4849,0.7455
Swainson's Hawk,3,93,0.4624,0.4318,0.4353,0.4271,0.8065
Western Screech-Owl,1,34,0.4706,0.5000,0.4706,0.4848,0.9412
Brown-capped Rosy-Finch,1,34,0.4706,0.6957,0.4706,0.5614,0.9118
Boreal Chickadee,1,42,0.4762,1.0000,0.4762,0.6452,0.8095
Mew Gull,1,23,0.4783,0.3235,0.4783,0.3860,0.8261
Red-naped Sapsucker,1,54,0.4815,0.7429,0.4815,0.5843,0.9259
Allen's Hummingbird,2,101,0.4851,0.7875,0.4354,0.4929,0.9208
Pacific Loon,2,47,0.4894,0.6287,0.5296,0.5732,0.9362
Eastern Wood-Pewee,1,49,0.4898,0.4898,0.4898,0.4898,0.9388
Glaucous-winged Gull,2,60,0.5000,0.5810,0.4713,0.5176,0.8833
Snow Goose,2,54,0.5000,0.6882,0.4959,0.5764,0.8333
Eastern Meadowlark,1,40,0.5000,0.7692,0.5000,0.6061,0.9250
Western Gull,2,59,0.5085,0.4802,0.4668,0.4626,0.8305
Brandt's Cormorant,1,33,0.5152,0.8095,0.5152,0.6296,0.8788
Boat-tailed Grackle,1,60,0.5167,0.5636,0.5167,0.5391,0.8667
Sharp-shinned Hawk,2,116,0.5172,0.5344,0.5172,0.5248,0.8966
Rusty Blackbird,1,48,0.5208,0.7576,0.5208,0.6173,0.8125
Tundra Swan,1,28,0.5357,0.5357,0.5357,0.5357,0.9643
Pacific-slope Flycatcher,1,59,0.5424,0.6154,0.5424,0.5766,0.8983
Common Raven,1,57,0.5439,0.3875,0.5439,0.4526,0.8421
Chimney Swift,1,33,0.5455,0.4737,0.5455,0.5070,0.9394
Rough-legged Hawk,2,64,0.5469,0.5106,0.5375,0.5118,0.9688
Cordilleran Flycatcher,1,31,0.5484,0.3864,0.5484,0.4533,0.8065
Barrow's Goldeneye,2,60,0.5500,0.8994,0.5000,0.5988,0.9333
Black-chinned Hummingbird,2,109,0.5505,0.6332,0.5725,0.6000,0.8257
Hoary Redpoll,1,29,0.5517,0.7273,0.5517,0.6275,0.9310
Peregrine Falcon,2,77,0.5584,0.6754,0.5358,0.5897,0.8701
Greater Yellowlegs,1,59,0.5593,0.6471,0.5593,0.6000,0.9831
Red-tailed Hawk,3,150,0.5667,0.5745,0.5389,0.5517,0.8733
Cliff Swallow,1,30,0.5667,0.4250,0.5667,0.4857,0.7000
Black-capped Chickadee,1,60,0.5667,0.7391,0.5667,0.6415,0.9500
Black-legged Kittiwake,2,42,0.5714,0.5455,0.5812,0.5615,0.9048
Northern Harrier,2,120,0.5750,0.8333,0.5750,0.6433,0.7583
Black-crested Titmouse,1,33,0.5758,0.8261,0.5758,0.6786,0.9394
Mississippi Kite,1,50,0.5800,0.7436,0.5800,0.6517,0.8200
Mottled Duck,1,29,0.5862,0.7391,0.5862,0.6538,0.9655
Costa's Hummingbird,2,58,0.5862,0.4912,0.4903,0.4903,0.9138
Calliope Hummingbird,2,89,0.5955,0.6897,0.6072,0.6434,0.9101
Least Flycatcher,1,60,0.6000,0.7059,0.6000,0.6486,0.8833
Brewer's Blackbird,2,91,0.6044,0.6737,0.6065,0.6381,0.8462
Pygmy Nuthatch,1,38,0.6053,0.8214,0.6053,0.6970,0.9211
Vaux's Swift,1,28,0.6071,0.4595,0.6071,0.5231,0.9643
Plumbeous Vireo,1,41,0.6098,0.6098,0.6098,0.6098,0.9756
Black Scoter,2,41,0.6098,0.7417,0.6328,0.6674,0.7561
White-tailed Kite,1,13,0.6154,0.6154,0.6154,0.6154,0.7692
Broad-tailed Hummingbird,2,73,0.6164,0.5152,0.5819,0.5462,0.9041
Red-shouldered Hawk,2,76,0.6184,0.5902,0.6184,0.5882,0.8553
