species,n_classes,support,accuracy,macro_precision,macro_recall,macro_f1,top5_recall
Chihuahuan Raven,1,27,0.1481,0.2105,0.1481,0.1739,0.8889
Bank Swallow,1,27,0.2593,1.0000,0.2593,0.4118,0.8148
Northwestern Crow,1,19,0.2632,0.4545,0.2632,0.3333,0.9474
Greater Scaup,2,73,0.2740,0.7018,0.2628,0.3797,0.8356
Cassin's Vireo,1,36,0.2778,0.2564,0.2778,0.2667,0.9167
Pacific Wren,1,21,0.2857,0.5000,0.2857,0.3636,0.9524
California Gull,2,66,0.3030,0.4970,0.2751,0.3540,0.8636
Bell's Vireo,1,29,0.3793,0.5238,0.3793,0.4400,0.8966
Barrow's Goldeneye,2,60,0.4000,0.9737,0.3771,0.5269,0.9167
Allen's Hummingbird,2,101,0.4356,0.6493,0.4091,0.4920,0.9703
Great Cormorant,2,64,0.4375,0.5277,0.4333,0.4736,0.9062
Neotropic Cormorant,1,38,0.4474,0.6296,0.4474,0.5231,0.9211
Western Wood-Pewee,1,49,0.4490,0.5000,0.4490,0.4731,0.8571
Mourning Warbler,1,52,0.4615,0.6316,0.4615,0.5333,0.8269
Black Guillemot,2,32,0.4688,0.6066,0.4583,0.5203,0.9062
Juniper Titmouse,1,25,0.4800,0.5455,0.4800,0.5106,0.9200
Black-capped Chickadee,1,60,0.4833,0.8529,0.4833,0.6170,0.9333
Western Sandpiper,1,51,0.4902,0.7812,0.4902,0.6024,0.9412
Cave Swallow,1,34,0.5000,0.6296,0.5000,0.5574,0.7941
Vaux's Swift,1,28,0.5000,0.4242,0.5000,0.4590,0.9643
Pacific Loon,2,47,0.5106,0.6457,0.5417,0.5891,0.9574
Swainson's Hawk,3,93,0.5269,0.5275,0.4947,0.5027,0.8817
Western Screech-Owl,1,34,0.5294,0.5455,0.5294,0.5373,1.0000
Fish Crow,1,30,0.5333,0.4848,0.5333,0.5079,0.8667
Cordilleran Flycatcher,1,31,0.5484,0.3864,0.5484,0.4533,0.8710
Glaucous-winged Gull,2,60,0.5500,0.6273,0.5012,0.5554,0.9667
Calliope Hummingbird,2,89,0.5506,0.6603,0.5638,0.6080,0.9213
Western Gull,2,59,0.5593,0.4460,0.5082,0.4646,0.8305
Broad-winged Hawk,2,55,0.5636,0.6250,0.5703,0.5964,0.8727
Mew Gull,1,23,0.5652,0.4194,0.5652,0.4815,0.8696
Great-tailed Grackle,1,60,0.5667,0.6415,0.5667,0.6018,0.9500
Tundra Swan,1,28,0.5714,0.6667,0.5714,0.6154,1.0000
Cackling Goose,1,14,0.5714,0.8000,0.5714,0.6667,0.8571
Eastern Meadowlark,1,40,0.5750,0.7188,0.5750,0.6389,0.9750
Chimney Swift,1,33,0.5758,0.6552,0.5758,0.6129,0.9697
American Crow,1,57,0.5789,0.5000,0.5789,0.5366,0.9825
Greater Yellowlegs,1,59,0.5932,0.7778,0.5932,0.6731,0.9831
Sharp-shinned Hawk,2,116,0.5948,0.6167,0.5948,0.6055,0.9397
Boat-tailed Grackle,1,60,0.6000,0.5373,0.6000,0.5669,0.9167
MacGillivray's Warbler,1,46,0.6087,0.6512,0.6087,0.6292,0.9783
Pacific-slope Flycatcher,1,59,0.6102,0.7826,0.6102,0.6857,0.9831
Black-chinned Hummingbird,2,109,0.6147,0.5920,0.6227,0.6058,0.8899
Costa's Hummingbird,2,58,0.6207,0.5446,0.5483,0.5419,0.9310
Hoary Redpoll,1,29,0.6207,0.7200,0.6207,0.6667,0.9310
Black Tern,1,35,0.6286,0.8462,0.6286,0.7213,0.9143
Red-naped Sapsucker,1,54,0.6296,0.7727,0.6296,0.6939,0.9630
Snow Goose,2,54,0.6296,0.7510,0.6236,0.6814,1.0000
Plumbeous Vireo,1,41,0.6341,0.7027,0.6341,0.6667,0.9512
Brandt's Cormorant,1,33,0.6364,0.8400,0.6364,0.7241,0.9091
Black-crested Titmouse,1,33,0.6364,0.8750,0.6364,0.7368,1.0000
Brown-capped Rosy-Finch,1,34,0.6471,0.8462,0.6471,0.7333,0.9706
Common Raven,1,57,0.6491,0.5286,0.6491,0.5827,0.9298
Common Tern,1,60,0.6500,0.8667,0.6500,0.7429,0.9333
Golden Eagle,2,72,0.6528,0.7659,0.6405,0.6888,0.9583
Cooper's Hawk,2,117,0.6581,0.5873,0.6566,0.6200,0.9145
Brewer's Blackbird,2,91,0.6593,0.7654,0.6949,0.7212,0.9341
Lark Bunting,2,51,0.6667,0.8513,0.6809,0.7566,0.9608
Cliff Swallow,1,30,0.6667,0.5882,0.6667,0.6250,0.9000
Western Grebe,1,42,0.6667,0.9333,0.6667,0.7778,0.9762
Broad-tailed Hummingbird,2,73,0.6712,0.5851,0.6450,0.6055,0.9178
Red-tailed Hawk,3,150,0.6733,0.7002,0.6500,0.6703,0.9000
Eastern Wood-Pewee,1,49,0.6735,0.5410,0.6735,0.6000,0.9592
Ruby-throated Hummingbird,2,114,0.6754,0.6106,0.6787,0.6418,0.9649
Rufous Hummingbird,2,87,0.6782,0.5347,0.6708,0.5949,0.9770
Warbling Vireo,1,60,0.6833,0.9318,0.6833,0.7885,0.9833
Hairy Woodpecker,1,60,0.6833,0.6721,0.6833,0.6777,0.9833
Prairie Falcon,1,42,0.6905,0.8529,0.6905,0.7632,0.8810
Boreal Chickadee,1,42,0.6905,1.0000,0.6905,0.8169,0.9286
White-tailed Kite,1,13,0.6923,0.9000,0.6923,0.7826,0.9231
Mississippi Kite,1,50,0.7000,0.7447,0.7000,0.7216,0.8600
Rough-legged Hawk,2,64,0.7031,0.5437,0.6542,0.5935,0.9844
Red-shouldered Hawk,2,76,0.7105,0.6667,0.7105,0.6810,0.8947
Herring Gull,2,101,0.7129,0.5924,0.7016,0.6419,0.9802
Peregrine Falcon,2,77,0.7143,0.6478,0.6820,0.6520,0.9610
Brewer's Sparrow,1,35,0.7143,0.6579,0.7143,0.6849,0.9143
Downy Woodpecker,1,60,0.7167,0.7049,0.7167,0.7107,0.9833
Eastern Screech-Owl,1,50,0.7200,0.6923,0.7200,0.7059,1.0000
Violet-green Swallow,1,37,0.7297,0.8438,0.7297,0.7826,0.8919
Mexican Jay,1,26,0.7308,1.0000,0.7308,0.8444,1.0000
Black Scoter,2,41,0.7317,0.7841,0.7464,0.7548,0.9512
Eastern Phoebe,1,60,0.7333,0.8000,0.7333,0.7652,0.9000
Royal Tern,1,38,0.7368,0.8000,0.7368,0.7671,0.9737
Northern Harrier,2,120,0.7417,0.8843,0.7417,0.7843,0.8583
Yellow-rumped Warbler,4,214,0.7430,0.7266,0.7335,0.7294,0.9813
Hooded Oriole,2,78,0.7436,0.7984,0.7223,0.7554,0.9872
Least Flycatcher,1,60,0.7500,0.7143,0.7500,0.7317,0.8667
Yellow Warbler,1,60,0.7500,0.7895,0.7500,0.7692,0.9333
Rusty Blackbird,1,48,0.7500,0.8000,0.7500,0.7742,0.9167
Common Loon,2,120,0.7500,0.7265,0.7500,0.7124,0.9000
White-winged Scoter,2,57,0.7544,0.7900,0.7574,0.7731,0.9474
Anna's Hummingbird,2,106,0.7547,0.7876,0.7528,0.7694,0.9528
Oak Titmouse,1,37,0.7568,0.7368,0.7568,0.7467,0.8919
Bay-breasted Warbler,2,62,0.7581,0.8417,0.7476,0.7817,0.9194
Lesser Yellowlegs,1,60,0.7667,0.6216,0.7667,0.6866,1.0000
Clay-colored Sparrow,1,60,0.7667,0.8070,0.7667,0.7863,0.9667
Cape May Warbler,1,60,0.7667,0.9787,0.7667,0.8598,0.8667
Lesser Goldfinch,2,95,0.7684,0.8694,0.7107,0.7626,0.9158
Pine Warbler,1,48,0.7708,0.8605,0.7708,0.8132,0.8750
Cassin's Kingbird,1,35,0.7714,0.7500,0.7714,0.7606,1.0000
Black-tailed Gnatcatcher,1,22,0.7727,0.6800,0.7727,0.7234,0.9545
Black-billed Cuckoo,1,32,0.7812,0.8621,0.7812,0.8197,0.9688
Ross's Goose,1,23,0.7826,0.6207,0.7826,0.6923,1.0000
Vesper Sparrow,1,60,0.7833,0.7705,0.7833,0.7769,0.9500
Trumpeter Swan,1,37,0.7838,0.6744,0.7838,0.7250,1.0000
Northern Rough-winged Swallow,1,42,0.7857,0.6735,0.7857,0.7253,0.9048
