species,n_classes,support,accuracy,macro_precision,macro_recall,macro_f1,top5_recall
Pacific Wren,1,21,0.1429,0.5000,0.1429,0.2222,0.7619
Bank Swallow,1,27,0.1481,0.2857,0.1481,0.1951,0.6296
Chihuahuan Raven,1,27,0.1481,0.2000,0.1481,0.1702,0.7407
Bell's Vireo,1,29,0.2069,0.4286,0.2069,0.2791,0.5862
Cassin's Vireo,1,36,0.2500,0.2308,0.2500,0.2400,0.8889
Black Tern,1,35,0.2571,0.5294,0.2571,0.3462,0.6000
Northwestern Crow,1,19,0.2632,0.2500,0.2632,0.2564,0.8947
Fish Crow,1,30,0.2667,0.2424,0.2667,0.2540,0.7333
Mew Gull,1,23,0.3043,0.3684,0.3043,0.3333,0.7826
Mourning Warbler,1,52,0.3269,0.7391,0.3269,0.4533,0.6731
Plumbeous Vireo,1,41,0.3415,0.5600,0.3415,0.4242,0.8537
Greater Scaup,2,73,0.3425,0.5810,0.3058,0.3825,0.7260
Western Wood-Pewee,1,49,0.3673,0.4500,0.3673,0.4045,0.8163
California Gull,2,66,0.3788,0.4605,0.3673,0.4085,0.8030
Neotropic Cormorant,1,38,0.3947,0.4412,0.3947,0.4167,0.7632
Allen's Hummingbird,2,101,0.4059,0.5952,0.3687,0.4252,0.9208
Great Cormorant,2,64,0.4219,0.5333,0.4208,0.4701,0.8750
Tundra Swan,1,28,0.4286,0.5714,0.4286,0.4898,0.9643
Swainson's Hawk,3,93,0.4301,0.4365,0.4079,0.4151,0.7957
American Crow,1,57,0.4386,0.3906,0.4386,0.4132,0.8596
Western Screech-Owl,1,34,0.4412,0.4286,0.4412,0.4348,0.9118
Cave Swallow,1,34,0.4412,0.5172,0.4412,0.4762,0.8824
Black-capped Chickadee,1,60,0.4500,0.6923,0.4500,0.5455,0.9167
Barrow's Goldeneye,2,60,0.4500,0.8600,0.4086,0.5167,0.9167
Mississippi Kite,1,50,0.4600,0.7419,0.4600,0.5679,0.7000
Boat-tailed Grackle,1,60,0.4667,0.5490,0.4667,0.5045,0.8833
Black Guillemot,2,32,0.4688,0.5476,0.4417,0.4788,0.8750
Broad-winged Hawk,2,55,0.4727,0.5657,0.4721,0.5146,0.8364
Juniper Titmouse,1,25,0.4800,0.4615,0.4800,0.4706,1.0000
Red-naped Sapsucker,1,54,0.4815,0.6500,0.4815,0.5532,0.9815
Hairy Woodpecker,1,60,0.4833,0.6444,0.4833,0.5524,0.9667
Least Flycatcher,1,60,0.4833,0.5800,0.4833,0.5273,0.7833
Rough-legged Hawk,2,64,0.4844,0.4532,0.4375,0.4447,0.9219
Pacific-slope Flycatcher,1,59,0.4915,0.6591,0.4915,0.5631,0.8983
Vaux's Swift,1,28,0.5000,0.4118,0.5000,0.4516,0.8929
Western Gull,2,59,0.5085,0.5157,0.4709,0.4856,0.8644
Brandt's Cormorant,1,33,0.5152,0.6538,0.5152,0.5763,0.8182
Common Tern,1,60,0.5333,0.6531,0.5333,0.5872,0.9667
Cliff Swallow,1,30,0.5333,0.4211,0.5333,0.4706,0.8000
Hutton's Vireo,1,39,0.5385,0.6176,0.5385,0.5753,0.9231
Rufous Hummingbird,2,87,0.5402,0.4942,0.5438,0.5153,0.9770
Cordilleran Flycatcher,1,31,0.5484,0.3696,0.5484,0.4416,0.7742
Hoary Redpoll,1,29,0.5517,0.8000,0.5517,0.6531,0.7931
Brown-capped Rosy-Finch,1,34,0.5588,0.6786,0.5588,0.6129,0.8824
Sharp-shinned Hawk,2,116,0.5603,0.5269,0.5603,0.5427,0.9052
Rusty Blackbird,1,48,0.5625,0.8710,0.5625,0.6835,0.7917
Red-shouldered Hawk,2,76,0.5658,0.6133,0.5658,0.5853,0.8684
Oak Titmouse,1,37,0.5676,0.5250,0.5676,0.5455,0.8919
Violet-green Swallow,1,37,0.5676,0.9545,0.5676,0.7119,0.8108
Calliope Hummingbird,2,89,0.5730,0.6637,0.5828,0.6103,0.9213
Black-crested Titmouse,1,33,0.5758,0.7917,0.5758,0.6667,0.9697
Greater Yellowlegs,1,59,0.5763,0.6667,0.5763,0.6182,0.9661
Mexican Jay,1,26,0.5769,0.7895,0.5769,0.6667,1.0000
Black-chinned Hummingbird,2,109,0.5780,0.5308,0.5964,0.5610,0.8899
Common Raven,1,57,0.5789,0.4521,0.5789,0.5077,0.8596
Cooper's Hawk,2,117,0.5812,0.5054,0.5798,0.5382,0.9402
Northern Harrier,2,120,0.5833,0.7937,0.5833,0.6128,0.7667
Broad-tailed Hummingbird,2,73,0.5890,0.5154,0.5592,0.5319,0.9178
Eastern Wood-Pewee,1,49,0.5918,0.4833,0.5918,0.5321,0.9592
Brewer's Blackbird,2,91,0.5934,0.6149,0.6059,0.6086,0.8462
Trumpeter Swan,1,37,0.5946,0.5238,0.5946,0.5570,1.0000
Glaucous-winged Gull,2,60,0.6000,0.5476,0.5885,0.5643,0.9500
Great-tailed Grackle,1,60,0.6000,0.5373,0.6000,0.5669,0.9333
Eastern Meadowlark,1,40,0.6000,0.7742,0.6000,0.6761,0.9750
Lark Bunting,2,51,0.6078,0.8611,0.6447,0.7254,0.8235
White-tailed Kite,1,13,0.6154,0.8000,0.6154,0.6957,0.9231
Pacific Loon,2,47,0.6170,0.5602,0.6602,0.6003,0.9787
Red-tailed Hawk,3,150,0.6200,0.6309,0.6056,0.6140,0.8467
Golden Eagle,2,72,0.6250,0.5694,0.6167,0.5869,0.9028
Hooded Oriole,2,78,0.6282,0.6989,0.6096,0.6450,0.9487
Snow Goose,2,54,0.6296,0.6958,0.6277,0.6595,0.8519
White-winged Scoter,2,57,0.6316,0.6832,0.6315,0.6534,0.8947
Cape May Warbler,1,60,0.6333,0.8636,0.6333,0.7308,0.8667
Chimney Swift,1,33,0.6364,0.6176,0.6364,0.6269,0.9697
Black-tailed Gnatcatcher,1,22,0.6364,0.4118,0.6364,0.5000,0.9545
Eastern Screech-Owl,1,50,0.6400,0.6038,0.6400,0.6214,1.0000
Ruby-throated Hummingbird,2,114,0.6404,0.6320,0.6426,0.6334,0.9649
Prairie Falcon,1,42,0.6429,0.8438,0.6429,0.7297,0.8333
Canada Goose,1,31,0.6452,0.7692,0.6452,0.7018,0.8387
Western Sandpiper,1,51,0.6471,0.7174,0.6471,0.6804,1.0000
Peregrine Falcon,2,77,0.6494,0.6442,0.6329,0.6350,0.8831
Merlin,1,58,0.6552,0.7600,0.6552,0.7037,0.8103
Black-billed Cuckoo,1,32,0.6562,0.8750,0.6562,0.7500,0.9375
Pygmy Nuthatch,1,38,0.6579,0.7576,0.6579,0.7042,0.9211
Black Scoter,2,41,0.6585,0.6738,0.6782,0.6698,0.8537
Purple Martin,2,71,0.6620,0.7171,0.6627,0.6857,0.8873
Boreal Chickadee,1,42,0.6667,0.9032,0.6667,0.7671,0.9286
Black-legged Kittiwake,2,42,0.6667,0.5582,0.6636,0.6015,0.9286
Cassin's Finch,2,62,0.6774,0.7997,0.6447,0.7139,0.9516
