species,n_classes,support,accuracy,macro_precision,macro_recall,macro_f1,top5_recall
Greater Yellowlegs,1,59,0.7627,0.9000,0.7627,0.8257,0.9831
Red Crossbill,2,59,0.7627,0.7894,0.7835,0.7808,0.9492
Cave Swallow,1,34,0.7647,0.6842,0.7647,0.7222,0.8235
Glaucous-winged Gull,2,60,0.7667,0.8227,0.7679,0.7921,0.9500
Great-tailed Grackle,1,60,0.7667,0.6765,0.7667,0.7188,1.0000
Canada Goose,1,31,0.7742,0.8276,0.7742,0.8000,0.9355
Red-tailed Hawk,3,150,0.7800,0.7238,0.7500,0.7335,0.9733
Black Scoter,2,41,0.7805,0.8684,0.7919,0.8279,0.9756
Ross's Goose,1,23,0.7826,0.5806,0.7826,0.6667,1.0000
Prairie Falcon,1,42,0.7857,0.8462,0.7857,0.8148,0.9524
Cackling Goose,1,14,0.7857,0.7857,0.7857,0.7857,1.0000
Cassin's Finch,2,62,0.7903,0.9269,0.7599,0.8316,1.0000
Bay-breasted Warbler,2,62,0.7903,0.8396,0.7800,0.8022,0.9355
Eastern Wood-Pewee,1,49,0.7959,0.6842,0.7959,0.7358,0.9796
Calliope Hummingbird,2,89,0.7978,0.7443,0.8001,0.7605,0.9775
Eastern Screech-Owl,1,50,0.8000,0.6897,0.8000,0.7407,1.0000
Lesser Yellowlegs,1,60,0.8000,0.7619,0.8000,0.7805,0.9833
Lark Bunting,2,51,0.8039,0.9792,0.8331,0.8972,0.9804
Sanderling,2,68,0.8088,0.9364,0.6740,0.7308,1.0000
American Black Duck,1,37,0.8108,0.8571,0.8108,0.8333,1.0000
Rusty Blackbird,1,48,0.8125,0.9070,0.8125,0.8571,0.9167
Brewer's Blackbird,2,91,0.8132,0.8789,0.8116,0.8435,0.9780
Pacific-slope Flycatcher,1,59,0.8136,0.6076,0.8136,0.6957,0.9831
Long-tailed Duck,3,65,0.8154,0.8621,0.7896,0.8187,0.9692
Northern Pintail,2,66,0.8182,0.7962,0.8036,0.7990,0.9848
Black-tailed Gnatcatcher,1,22,0.8182,0.7500,0.8182,0.7826,1.0000
Harris's Sparrow,2,61,0.8197,0.8099,0.8077,0.8011,0.9836
Hutton's Vireo,1,39,0.8205,0.8889,0.8205,0.8533,1.0000
Ruby-throated Hummingbird,2,114,0.8246,0.7367,0.8287,0.7798,1.0000
Common Raven,1,57,0.8246,0.5465,0.8246,0.6573,0.9825
Northern Harrier,2,120,0.8250,0.9274,0.8250,0.8684,0.9500
White-winged Crossbill,2,52,0.8269,0.9205,0.8313,0.8736,0.9615
Yellow-rumped Warbler,4,214,0.8271,0.7932,0.8150,0.7994,0.9953
Bell's Vireo,1,29,0.8276,0.8889,0.8276,0.8571,0.9655
Common Ground-Dove,1,35,0.8286,0.9355,0.8286,0.8788,0.9714
Herring Gull,2,101,0.8317,0.6651,0.8276,0.7351,0.9901
Western Grebe,1,42,0.8333,0.9459,0.8333,0.8861,1.0000
Gray Jay,1,54,0.8333,0.9375,0.8333,0.8824,0.9259
Violet-green Swallow,1,37,0.8378,0.9688,0.8378,0.8986,0.9730
Anna's Hummingbird,2,106,0.8396,0.6893,0.8383,0.7557,1.0000
Fox Sparrow,3,119,0.8403,0.8797,0.6849,0.6869,1.0000
California Towhee,1,44,0.8409,0.6981,0.8409,0.7629,0.9545
Pelagic Cormorant,1,26,0.8462,0.6471,0.8462,0.7333,0.9615
Mexican Jay,1,26,0.8462,0.8800,0.8462,0.8627,1.0000
Orchard Oriole,3,93,0.8495,0.8167,0.8282,0.8222,1.0000
Northern Shrike,1,60,0.8500,0.9273,0.8500,0.8870,0.9833
Yellow Warbler,1,60,0.8500,0.9808,0.8500,0.9107,0.9667
Hermit Thrush,1,60,0.8500,0.9107,0.8500,0.8793,0.9667
Willet,1,60,0.8500,0.9273,0.8500,0.8870,0.9833
Spotted Towhee,1,60,0.8500,0.9808,0.8500,0.9107,0.9667
Pine Warbler,1,48,0.8542,0.9535,0.8542,0.9011,0.9583
Cassin's Kingbird,1,35,0.8571,0.8571,0.8571,0.8571,1.0000
European Starling,3,154,0.8571,0.8441,0.8648,0.8540,0.9740
Northern Rough-winged Swallow,1,42,0.8571,0.6207,0.8571,0.7200,0.9524
Black-legged Kittiwake,2,42,0.8571,0.7077,0.8558,0.7722,1.0000
Brewer's Sparrow,1,35,0.8571,0.8571,0.8571,0.8571,1.0000
Common Loon,2,120,0.8583,0.7660,0.8583,0.7996,0.9833
Chipping Sparrow,2,106,0.8585,0.8264,0.8471,0.8362,0.9717
Rough-legged Hawk,2,64,0.8594,0.7935,0.8375,0.8132,0.9844
Canvasback,2,72,0.8611,0.9048,0.8332,0.8565,1.0000
Merlin,1,58,0.8621,0.8772,0.8621,0.8696,0.9655
Bonaparte's Gull,1,58,0.8621,0.9434,0.8621,0.9009,1.0000
Hoary Redpoll,1,29,0.8621,0.6410,0.8621,0.7353,0.9655
Eared Grebe,2,80,0.8625,0.8718,0.8590,0.8644,0.9875
Blackburnian Warbler,1,51,0.8627,0.9778,0.8627,0.9167,0.9608
Western Bluebird,1,59,0.8644,0.9444,0.8644,0.9027,1.0000
Gray-crowned Rosy-Finch,1,37,0.8649,0.8205,0.8649,0.8421,1.0000
Trumpeter Swan,1,37,0.8649,0.5614,0.8649,0.6809,1.0000
Oak Titmouse,1,37,0.8649,0.6957,0.8649,0.7711,0.9730
Laughing Gull,2,104,0.8654,0.8712,0.8524,0.8556,0.9904
Clay-colored Sparrow,1,60,0.8667,0.9630,0.8667,0.9123,1.0000
Gadwall,2,75,0.8667,0.8492,0.7890,0.8090,0.9733
Ruddy Duck,3,106,0.8679,0.8547,0.8512,0.8496,1.0000
Royal Tern,1,38,0.8684,0.8919,0.8684,0.8800,1.0000
Lesser Scaup,2,79,0.8734,0.6044,0.8834,0.7113,1.0000
Ring-billed Gull,2,96,0.8750,0.6962,0.8667,0.7721,0.9688
Verdin,1,32,0.8750,1.0000,0.8750,0.9333,0.9375
Double-crested Cormorant,2,106,0.8774,0.6168,0.8782,0.7203,0.9906
Caspian Tern,1,49,0.8776,0.8113,0.8776,0.8431,0.9796
Dark-eyed Junco,5,192,0.8802,0.7164,0.7362,0.7257,0.9844
Purple Gallinule,2,51,0.8824,0.8821,0.7602,0.8032,0.9608
Forster's Tern,1,60,0.8833,0.7162,0.8833,0.7910,0.9833
Marsh Wren,1,60,0.8833,0.9636,0.8833,0.9217,1.0000
Semipalmated Sandpiper,1,60,0.8833,0.7794,0.8833,0.8281,1.0000
Red-necked Grebe,2,60,0.8833,0.9298,0.8849,0.9062,0.9833
American Coot,1,60,0.8833,0.9636,0.8833,0.9217,0.9000
Bald Eagle,2,103,0.8835,0.8403,0.8638,0.8518,0.9806
Surf Scoter,2,61,0.8852,0.8446,0.8688,0.8564,0.9836
Phainopepla,2,53,0.8868,0.8983,0.8738,0.8857,0.9245
Broad-billed Hummingbird,2,71,0.8873,0.8700,0.8432,0.8557,1.0000
Northern Gannet,2,80,0.8875,0.8817,0.8083,0.8404,0.9500
Yellow-billed Magpie,1,27,0.8889,0.9231,0.8889,0.9057,1.0000
Crested Caracara,1,54,0.8889,0.9796,0.8889,0.9320,0.9444
Western Tanager,2,86,0.8953,0.9107,0.8636,0.8800,1.0000
Little Blue Heron,2,97,0.8969,0.8780,0.8959,0.8862,0.9794
Hooded Warbler,1,49,0.8980,1.0000,0.8980,0.9462,1.0000
Pigeon Guillemot,2,59,0.8983,0.6632,0.8410,0.7393,0.9831
Downy Woodpecker,1,60,0.9000,0.6923,0.9000,0.7826,1.0000
Nashville Warbler,1,60,0.9000,0.8571,0.9000,0.8780,1.0000
Western Meadowlark,1,60,0.9000,0.7397,0.9000,0.8120,0.9833
Warbling Vireo,1,60,0.9000,0.9818,0.9000,0.9391,1.0000
Tennessee Warbler,1,60,0.9000,0.8308,0.9000,0.8640,0.9833
Surfbird,1,40,0.9000,1.0000,0.9000,0.9474,1.0000
Wilson's Phalarope,2,81,0.9012,0.8551,0.9161,0.8796,1.0000
Blackpoll Warbler,2,103,0.9029,0.9206,0.9068,0.9128,0.9903
Western Kingbird,1,52,0.9038,0.9038,0.9038,0.9038,0.9808
Common Eider,3,73,0.9041,0.8934,0.8939,0.8888,0.9863
Red-headed Woodpecker,2,94,0.9043,0.8821,0.8714,0.8708,1.0000
Lesser Goldfinch,2,95,0.9053,0.9508,0.8858,0.9159,0.9789
Black-headed Grosbeak,2,106,0.9057,0.9427,0.8958,0.9152,0.9811
Red-breasted Merganser,2,85,0.9059,0.9049,0.9049,0.9024,0.9882
Bronzed Cowbird,1,32,0.9062,0.8529,0.9062,0.8788,0.9688
Reddish Egret,2,75,0.9067,0.8555,0.8721,0.8630,1.0000
Redhead,2,44,0.9091,0.7694,0.8932,0.8267,0.9545
Nuttall's Woodpecker,1,45,0.9111,0.7593,0.9111,0.8283,1.0000
Lazuli Bunting,2,68,0.9118,0.9091,0.8874,0.8980,1.0000
Wood Thrush,1,46,0.9130,0.9767,0.9130,0.9438,0.9783
Carolina Chickadee,1,58,0.9138,0.5408,0.9138,0.6795,0.9828
Rock Pigeon,1,58,0.9138,0.9815,0.9138,0.9464,0.9655
Horned Grebe,2,95,0.9158,0.8806,0.8976,0.8822,1.0000
Chestnut-sided Warbler,2,95,0.9158,0.8855,0.8976,0.8905,1.0000
Northern Parula,1,60,0.9167,0.8871,0.9167,0.9016,0.9833
Vesper Sparrow,1,60,0.9167,0.8333,0.9167,0.8730,0.9500
Mallard,2,120,0.9167,0.8839,0.9167,0.8972,0.9750
Common Goldeneye,2,84,0.9167,0.5527,0.9100,0.6876,0.9881
Eastern Bluebird,1,60,0.9167,0.9016,0.9167,0.9091,1.0000
Ring-necked Pheasant,2,61,0.9180,0.9398,0.8967,0.9176,0.9508
Wrentit,1,37,0.9189,0.8718,0.9189,0.8947,0.9730
Common Merganser,2,74,0.9189,0.9038,0.9211,0.9103,1.0000
Townsend's Solitaire,1,37,0.9189,0.9714,0.9189,0.9444,0.9730
Pine Grosbeak,2,74,0.9189,0.9297,0.9209,0.9242,0.9730
Indigo Bunting,2,99,0.9192,0.8450,0.9109,0.8758,0.9899
Northern Shoveler,2,100,0.9200,0.8781,0.9083,0.8927,1.0000
Pygmy Nuthatch,1,38,0.9211,0.9722,0.9211,0.9459,1.0000
Clark's Grebe,1,38,0.9211,0.8750,0.9211,0.8974,1.0000
Snow Bunting,2,64,0.9219,0.9722,0.8237,0.8811,0.9844
Common Gallinule,2,64,0.9219,0.8144,0.8333,0.8194,1.0000
White Ibis,2,91,0.9231,0.9531,0.8939,0.9161,1.0000
Blue-headed Vireo,1,52,0.9231,0.6857,0.9231,0.7869,1.0000
Northern Flicker,2,118,0.9237,0.9263,0.9237,0.9239,1.0000
Dunlin,2,93,0.9247,0.9585,0.9227,0.9402,1.0000
White-throated Swift,1,40,0.9250,0.7400,0.9250,0.8222,1.0000
Rufous-crowned Sparrow,1,41,0.9268,0.9500,0.9268,0.9383,0.9756
Yellow-headed Blackbird,2,83,0.9277,0.9712,0.9118,0.9368,0.9759
Louisiana Waterthrush,1,42,0.9286,0.9286,0.9286,0.9286,1.0000
Solitary Sandpiper,1,56,0.9286,0.8814,0.9286,0.9043,0.9821
Purple Martin,2,71,0.9296,0.9302,0.9302,0.9302,0.9859
White-winged Dove,1,57,0.9298,0.9636,0.9298,0.9464,0.9825
Blue Grosbeak,2,100,0.9300,0.9292,0.9232,0.9258,1.0000
Burrowing Owl,1,43,0.9302,1.0000,0.9302,0.9639,0.9767
Harris's Hawk,1,43,0.9302,0.8889,0.9302,0.9091,1.0000
Abert's Towhee,1,29,0.9310,0.9310,0.9310,0.9310,1.0000
House Sparrow,2,116,0.9310,0.9470,0.9307,0.9388,1.0000
Golden-crowned Sparrow,2,102,0.9314,0.9422,0.9274,0.9345,1.0000
Glossy Ibis,1,44,0.9318,0.8200,0.9318,0.8723,1.0000
Barred Owl,1,60,0.9333,0.9825,0.9333,0.9573,0.9833
Eastern Kingbird,1,60,0.9333,0.9333,0.9333,0.9333,0.9833
Western Scrub-Jay,1,60,0.9333,0.8235,0.9333,0.8750,0.9833
Bushtit,1,60,0.9333,0.8750,0.9333,0.9032,0.9667
Eastern Phoebe,1,60,0.9333,0.7778,0.9333,0.8485,0.9833
American Woodcock,1,30,0.9333,0.9655,0.9333,0.9492,1.0000
Great Blue Heron,1,60,0.9333,0.9655,0.9333,0.9492,1.0000
Mourning Dove,1,60,0.9333,0.9655,0.9333,0.9492,0.9833
Clark's Nutcracker,1,46,0.9348,1.0000,0.9348,0.9663,1.0000
Curve-billed Thrasher,1,46,0.9348,0.9556,0.9348,0.9451,0.9783
Scarlet Tanager,2,77,0.9351,0.9259,0.9107,0.9182,0.9870
Bridled Titmouse,1,31,0.9355,1.0000,0.9355,0.9667,1.0000
Black-billed Cuckoo,1,32,0.9375,0.8824,0.9375,0.9091,1.0000
Black-crowned Night-Heron,2,114,0.9386,0.9714,0.9352,0.9522,0.9912
Mountain Bluebird,1,49,0.9388,0.8846,0.9388,0.9109,0.9592
Black Oystercatcher,1,49,0.9388,0.9787,0.9388,0.9583,0.9796
Snowy Egret,1,49,0.9388,0.9583,0.9388,0.9485,1.0000
Cattle Egret,1,49,0.9388,0.9787,0.9388,0.9583,0.9796
Yellow-crowned Night-Heron,2,99,0.9394,0.9208,0.9321,0.9264,1.0000
Gila Woodpecker,1,50,0.9400,0.9038,0.9400,0.9216,0.9800
Whimbrel,1,51,0.9412,0.9057,0.9412,0.9231,1.0000
Ring-necked Duck,2,68,0.9412,0.8327,0.9451,0.8845,0.9853
Bullock's Oriole,2,87,0.9425,0.8828,0.9387,0.9090,0.9885
Black Skimmer,1,53,0.9434,0.9804,0.9434,0.9615,0.9623
Long-billed Curlew,1,53,0.9434,0.9434,0.9434,0.9434,0.9811
Green-winged Teal,2,71,0.9437,0.7425,0.9333,0.8200,0.9859
Vermilion Flycatcher,2,89,0.9438,0.9697,0.9306,0.9493,0.9775
Winter Wren,1,54,0.9444,0.6986,0.9444,0.8031,1.0000
Hermit Warbler,1,37,0.9459,0.9459,0.9459,0.9459,1.0000
Varied Thrush,1,56,0.9464,0.9636,0.9464,0.9550,1.0000
Tree Swallow,1,56,0.9464,0.8281,0.9464,0.8833,0.9821
Northern Waterthrush,1,56,0.9464,0.9298,0.9464,0.9381,1.0000
Yellow-throated Vireo,1,38,0.9474,0.8780,0.9474,0.9114,0.9737
Brown Thrasher,1,57,0.9474,0.9818,0.9474,0.9643,0.9825
Say's Phoebe,1,58,0.9483,1.0000,0.9483,0.9735,0.9828
Common Grackle,1,58,0.9483,0.8871,0.9483,0.9167,0.9828
Eurasian Collared-Dove,1,59,0.9492,0.9333,0.9492,0.9412,1.0000
Yellow-bellied Sapsucker,1,59,0.9492,0.6512,0.9492,0.7724,1.0000
Turkey Vulture,1,59,0.9492,0.9492,0.9492,0.9492,0.9661
Wild Turkey,1,60,0.9500,0.9828,0.9500,0.9661,0.9833
Killdeer,1,60,0.9500,1.0000,0.9500,0.9744,0.9833
Blue-gray Gnatcatcher,1,60,0.9500,0.9500,0.9500,0.9500,1.0000
Savannah Sparrow,1,60,0.9500,0.9661,0.9500,0.9580,1.0000
Black-throated Green Warbler,1,60,0.9500,0.9500,0.9500,0.9500,0.9667
Swamp Sparrow,1,60,0.9500,0.9500,0.9500,0.9500,1.0000
Short-billed Dowitcher,1,60,0.9500,0.9500,0.9500,0.9500,1.0000
Song Sparrow,1,60,0.9500,0.8906,0.9500,0.9194,1.0000
Ovenbird,1,60,0.9500,0.9828,0.9500,0.9661,1.0000
Yellow-throated Warbler,1,60,0.9500,0.9828,0.9500,0.9661,0.9500
Pied-billed Grebe,1,60,0.9500,0.9828,0.9500,0.9661,0.9833
Common Yellowthroat,2,120,0.9500,0.9042,0.9500,0.9265,1.0000
Dickcissel,1,60,0.9500,1.0000,0.9500,0.9744,0.9833
Summer Tanager,3,100,0.9500,0.9472,0.9210,0.9306,1.0000
Bohemian Waxwing,1,60,0.9500,1.0000,0.9500,0.9744,0.9833
Heermann's Gull,2,61,0.9508,0.9773,0.9516,0.9641,0.9836
American Wigeon,2,64,0.9531,0.9063,0.9515,0.9278,1.0000
Baltimore Oriole,2,107,0.9533,0.9077,0.9499,0.9283,1.0000
Cactus Wren,1,43,0.9535,1.0000,0.9535,0.9762,1.0000
Hooded Merganser,2,86,0.9535,0.9139,0.9451,0.9292,0.9884
Brown-headed Cowbird,2,109,0.9541,0.9252,0.9490,0.9368,1.0000
Palm Warbler,1,44,0.9545,0.9333,0.9545,0.9438,1.0000
House Finch,2,112,0.9554,0.8958,0.9519,0.9230,0.9911
Northern Saw-whet Owl,1,45,0.9556,0.9773,0.9556,0.9663,0.9778
Black Turnstone,1,47,0.9574,0.9000,0.9574,0.9278,1.0000
Yellow-billed Cuckoo,1,47,0.9574,0.9783,0.9574,0.9677,1.0000
Purple Finch,2,97,0.9588,0.9097,0.9571,0.9327,1.0000
American Oystercatcher,1,49,0.9592,0.9792,0.9592,0.9691,0.9592
Inca Dove,1,50,0.9600,0.9231,0.9600,0.9412,0.9800
Sandhill Crane,1,25,0.9600,0.9231,0.9600,0.9412,0.9600
Black Rosy-Finch,1,26,0.9615,0.8929,0.9615,0.9259,1.0000
California Quail,2,78,0.9615,0.8431,0.9318,0.8833,1.0000
Barn Owl,1,52,0.9615,0.9434,0.9615,0.9524,1.0000
Gambel's Quail,2,52,0.9615,0.9730,0.9412,0.9549,1.0000
Magnolia Warbler,2,105,0.9619,0.9468,0.9583,0.9523,0.9905
Eastern Towhee,1,54,0.9630,0.8667,0.9630,0.9123,0.9815
Rose-breasted Grosbeak,2,108,0.9630,0.9422,0.9583,0.9501,1.0000
Ruddy Turnstone,1,55,0.9636,0.8983,0.9636,0.9298,1.0000
American White Pelican,1,28,0.9643,0.9643,0.9643,0.9643,0.9643
Wood Stork,1,56,0.9643,0.9474,0.9643,0.9558,1.0000
American Kestrel,2,115,0.9652,0.9241,0.9644,0.9438,1.0000
Swallow-tailed Kite,1,29,0.9655,0.8485,0.9655,0.9032,1.0000
Swainson's Thrush,1,58,0.9655,0.8889,0.9655,0.9256,1.0000
Orange-crowned Warbler,1,58,0.9655,0.8750,0.9655,0.9180,1.0000
American Redstart,2,119,0.9664,0.9501,0.9661,0.9581,0.9916
Horned Lark,1,60,0.9667,0.9508,0.9667,0.9587,0.9667
Tricolored Heron,1,60,0.9667,0.9508,0.9667,0.9587,1.0000
White-crowned Sparrow,2,120,0.9667,0.9666,0.9667,0.9664,1.0000
Red-bellied Woodpecker,1,60,0.9667,0.9508,0.9667,0.9587,1.0000
American Goldfinch,2,120,0.9667,0.9515,0.9667,0.9584,1.0000
Marbled Godwit,1,60,0.9667,0.9667,0.9667,0.9667,1.0000
Northern Mockingbird,1,60,0.9667,0.9667,0.9667,0.9667,1.0000
Red-eyed Vireo,1,60,0.9667,0.8923,0.9667,0.9280,0.9833
Mute Swan,1,60,0.9667,0.8788,0.9667,0.9206,1.0000
Loggerhead Shrike,1,60,0.9667,0.8788,0.9667,0.9206,1.0000
Blue Jay,1,60,0.9667,0.9667,0.9667,0.9667,1.0000
Yellow-breasted Chat,1,60,0.9667,0.9667,0.9667,0.9667,1.0000
Great Egret,1,60,0.9667,0.9667,0.9667,0.9667,0.9833
Gray Catbird,1,60,0.9667,0.9062,0.9667,0.9355,0.9833
Anhinga,1,60,0.9667,0.9206,0.9667,0.9431,1.0000
Prairie Warbler,1,60,0.9667,0.9206,0.9667,0.9431,1.0000
Red-breasted Nuthatch,1,60,0.9667,1.0000,0.9667,0.9831,1.0000
Bufflehead,2,93,0.9677,0.8513,0.9614,0.9026,0.9892
Spotted Sandpiper,2,98,0.9694,0.9021,0.9706,0.9319,0.9898
Black-billed Magpie,1,38,0.9737,0.7708,0.9737,0.8605,1.0000
Brown-headed Nuthatch,1,38,0.9737,0.9487,0.9737,0.9610,1.0000
Common Nighthawk,1,39,0.9744,0.9744,0.9744,0.9744,0.9744
Ruffed Grouse,1,40,0.9750,0.9750,0.9750,0.9750,1.0000
Ash-throated Flycatcher,1,41,0.9756,1.0000,0.9756,0.9877,1.0000
Black-throated Gray Warbler,1,41,0.9756,0.9756,0.9756,0.9756,1.0000
Red-breasted Sapsucker,1,42,0.9762,0.9535,0.9762,0.9647,1.0000
Prothonotary Warbler,1,46,0.9783,0.9783,0.9783,0.9783,1.0000
Snowy Owl,1,46,0.9783,0.9783,0.9783,0.9783,0.9783
Great Horned Owl,1,46,0.9783,1.0000,0.9783,0.9890,1.0000
Black Vulture,1,48,0.9792,0.9400,0.9792,0.9592,0.9792
Field Sparrow,1,51,0.9804,0.9615,0.9804,0.9709,1.0000
Golden-crowned Kinglet,1,51,0.9804,1.0000,0.9804,0.9901,1.0000
Wood Duck,2,106,0.9811,1.0000,0.9783,0.9889,1.0000
Chestnut-backed Chickadee,1,54,0.9815,0.5824,0.9815,0.7310,1.0000
House Wren,1,54,0.9815,0.9298,0.9815,0.9550,1.0000
Cedar Waxwing,1,54,0.9815,0.9464,0.9815,0.9636,1.0000
White-eyed Vireo,1,57,0.9825,0.9825,0.9825,0.9825,1.0000
Bewick's Wren,1,58,0.9828,0.9661,0.9828,0.9744,1.0000
Brown Creeper,1,58,0.9828,0.9828,0.9828,0.9828,1.0000
Acorn Woodpecker,1,58,0.9828,1.0000,0.9828,0.9913,1.0000
Lark Sparrow,1,59,0.9831,0.9667,0.9831,0.9748,0.9831
Least Sandpiper,1,60,0.9833,0.8676,0.9833,0.9219,1.0000
Lincoln's Sparrow,1,60,0.9833,0.9516,0.9833,0.9672,1.0000
Tufted Titmouse,1,60,0.9833,0.8429,0.9833,0.9077,1.0000
Canada Warbler,1,60,0.9833,0.9833,0.9833,0.9833,1.0000
White-breasted Nuthatch,1,60,0.9833,0.9077,0.9833,0.9440,1.0000
Pileated Woodpecker,1,60,0.9833,0.9365,0.9833,0.9593,0.9833
Townsend's Warbler,1,60,0.9833,0.9219,0.9833,0.9516,1.0000
Steller's Jay,1,60,0.9833,0.9833,0.9833,0.9833,1.0000
Belted Kingfisher,1,60,0.9833,0.9833,0.9833,0.9833,1.0000
Black-bellied Plover,2,77,0.9870,0.9773,0.9857,0.9811,1.0000
