species,n_classes,support,accuracy,macro_precision,macro_recall,macro_f1,top5_recall
Western Sandpiper,1,51,0.6471,0.6875,0.6471,0.6667,1.0000
Brewer's Blackbird,2,91,0.6484,0.6277,0.6632,0.6425,0.8571
Cape May Warbler,1,60,0.6500,0.8667,0.6500,0.7429,0.8500
Carolina Chickadee,1,58,0.6552,0.5758,0.6552,0.6129,0.9655
Costa's Hummingbird,2,58,0.6552,0.5320,0.5753,0.5481,0.9310
Broad-tailed Hummingbird,2,73,0.6575,0.5420,0.6277,0.5703,0.9315
Pygmy Nuthatch,1,38,0.6579,0.7353,0.6579,0.6944,0.9211
Oak Titmouse,1,37,0.6757,0.5952,0.6757,0.6329,0.8919
Eastern Screech-Owl,1,50,0.6800,0.6296,0.6800,0.6538,0.9800
Eastern Phoebe,1,60,0.6833,0.7593,0.6833,0.7193,0.8500
Tennessee Warbler,1,60,0.6833,0.5467,0.6833,0.6074,0.9000
Lesser Yellowlegs,1,60,0.6833,0.5857,0.6833,0.6308,0.9500
Purple Martin,2,71,0.6901,0.7346,0.6913,0.7083,0.9155
Louisiana Waterthrush,1,42,0.6905,0.6744,0.6905,0.6824,1.0000
Mexican Jay,1,26,0.6923,0.8182,0.6923,0.7500,1.0000
Caspian Tern,1,49,0.6939,0.7234,0.6939,0.7083,0.9796
Pigeon Guillemot,2,59,0.6949,0.6051,0.6457,0.6243,0.9322
MacGillivray's Warbler,1,46,0.6957,0.7111,0.6957,0.7033,0.9565
Golden-fronted Woodpecker,1,33,0.6970,0.6053,0.6970,0.6479,0.9091
Ring-billed Gull,2,96,0.6979,0.7270,0.6750,0.6983,0.8854
Great Black-backed Gull,2,73,0.6986,0.7535,0.7111,0.7309,0.9452
Red-necked Grebe,2,60,0.7000,0.8065,0.7008,0.7481,0.8833
Yellow Warbler,1,60,0.7000,0.8750,0.7000,0.7778,0.9000
Gray-crowned Rosy-Finch,1,37,0.7027,0.7647,0.7027,0.7324,0.9459
Herring Gull,2,101,0.7030,0.5583,0.6876,0.6118,0.9703
California Towhee,1,44,0.7045,0.7949,0.7045,0.7470,0.9545
Black Scoter,2,41,0.7073,0.6986,0.7237,0.7073,0.8293
Pine Warbler,1,48,0.7083,0.6538,0.7083,0.6800,0.9167
Cassin's Finch,2,62,0.7097,0.8598,0.6711,0.7507,0.9194
Red-throated Loon,2,59,0.7119,0.9070,0.6640,0.7573,0.8814
Northern Rough-winged Swallow,1,42,0.7143,0.6383,0.7143,0.6742,0.9048
Black-legged Kittiwake,2,42,0.7143,0.6181,0.7117,0.6603,0.9286
Clay-colored Sparrow,1,60,0.7167,0.7414,0.7167,0.7288,0.9333
Northern Flicker,2,118,0.7203,0.7493,0.7203,0.7309,0.9407
Bay-breasted Warbler,2,62,0.7258,0.8611,0.7173,0.7675,0.8871
Lesser Goldfinch,2,95,0.7263,0.8000,0.6822,0.7286,0.9263
Redhead,2,44,0.7273,0.7846,0.7233,0.7524,0.9318
American Black Duck,1,37,0.7297,0.7941,0.7297,0.7606,0.8649
Bushtit,1,60,0.7333,0.6471,0.7333,0.6875,0.8833
Hermit Thrush,1,60,0.7333,0.8980,0.7333,0.8073,0.9500
Warbling Vireo,1,60,0.7333,0.8980,0.7333,0.8073,0.9667
Lesser Scaup,2,79,0.7342,0.5126,0.7468,0.6009,0.9367
White-faced Ibis,1,34,0.7353,0.8065,0.7353,0.7692,0.9412
Anna's Hummingbird,2,106,0.7358,0.6841,0.7340,0.7075,0.9528
Phainopepla,2,53,0.7358,0.7838,0.7190,0.7449,0.9245
Northern Gannet,2,80,0.7375,0.7695,0.6750,0.7184,0.8750
Surf Scoter,2,61,0.7377,0.7202,0.6886,0.6978,0.9016
Yellow-rumped Warbler,4,214,0.7383,0.7094,0.7287,0.7166,0.9766
Ross's Goose,1,23,0.7391,0.6296,0.7391,0.6800,1.0000
Orchard Oriole,3,93,0.7419,0.7237,0.7034,0.7133,0.9140
Common Redpoll,1,40,0.7500,0.7895,0.7500,0.7692,0.9750
Semipalmated Sandpiper,1,60,0.7500,0.6618,0.7500,0.7031,1.0000
Verdin,1,32,0.7500,0.8276,0.7500,0.7869,0.8125
Ash-throated Flycatcher,1,41,0.7561,0.9394,0.7561,0.8378,0.9024
Wrentit,1,37,0.7568,0.8750,0.7568,0.8116,0.8919
House Wren,1,54,0.7593,0.7321,0.7593,0.7455,0.9630
Snowy Owl,1,46,0.7609,1.0000,0.7609,0.8642,0.9130
Little Blue Heron,2,97,0.7629,0.8044,0.7410,0.7669,0.9485
European Starling,3,154,0.7662,0.7851,0.7508,0.7642,0.9545
Spotted Towhee,1,60,0.7667,0.8846,0.7667,0.8214,0.9333
Great Blue Heron,1,60,0.7667,0.8679,0.7667,0.8142,0.9667
Long-tailed Duck,3,65,0.7692,0.7500,0.7396,0.7427,0.9077
Cinnamon Teal,2,75,0.7733,0.7895,0.6227,0.6712,0.9200
Eared Grebe,2,80,0.7750,0.8209,0.7694,0.7924,0.9250
Band-tailed Pigeon,1,40,0.7750,0.8857,0.7750,0.8267,0.9750
Crested Caracara,1,54,0.7778,0.9333,0.7778,0.8485,0.9074
Lazuli Bunting,2,68,0.7794,0.7716,0.7302,0.7500,0.9559
Yellow-bellied Sapsucker,1,59,0.7797,0.6053,0.7797,0.6815,0.9492
Black-throated Gray Warbler,1,41,0.7805,0.9412,0.7805,0.8533,0.9512
Canyon Towhee,1,46,0.7826,0.7347,0.7826,0.7579,0.9783
Marsh Wren,1,60,0.7833,0.8246,0.7833,0.8034,0.9500
Vesper Sparrow,1,60,0.7833,0.7460,0.7833,0.7642,0.9500
Blackburnian Warbler,1,51,0.7843,0.9091,0.7843,0.8421,0.8627
Prairie Falcon,1,42,0.7857,0.7021,0.7857,0.7416,0.9048
Blackpoll Warbler,2,103,0.7864,0.8342,0.7969,0.8133,0.9612
Gadwall,2,75,0.7867,0.6619,0.7180,0.6888,0.9200
Northern Pintail,2,66,0.7879,0.7464,0.7798,0.7608,0.9242
Blue-headed Vireo,1,52,0.7885,0.6949,0.7885,0.7387,0.9423
Osprey,1,52,0.7885,0.8039,0.7885,0.7961,0.9615
Broad-billed Hummingbird,2,71,0.7887,0.8081,0.6716,0.7084,0.9437
Royal Tern,1,38,0.7895,0.8333,0.7895,0.8108,0.9474
Western Tanager,2,86,0.7907,0.7820,0.7444,0.7620,0.9651
Ruddy Duck,3,106,0.7925,0.8045,0.7662,0.7740,0.9717
Abert's Towhee,1,29,0.7931,0.7931,0.7931,0.7931,0.9310
Rock Pigeon,1,58,0.7931,0.9020,0.7931,0.8440,0.8621
Glossy Ibis,1,44,0.7955,0.7143,0.7955,0.7527,0.9773
Downy Woodpecker,1,60,0.8000,0.6667,0.8000,0.7273,0.9833
Summer Tanager,3,100,0.8000,0.8096,0.7737,0.7902,0.9400
White-throated Swift,1,40,0.8000,0.7805,0.8000,0.7901,1.0000
Forster's Tern,1,60,0.8000,0.6761,0.8000,0.7328,0.9833
Cassin's Kingbird,1,35,0.8000,0.6512,0.8000,0.7179,0.9429
Willet,1,60,0.8000,0.9057,0.8000,0.8496,0.9500
Nuttall's Woodpecker,1,45,0.8000,0.8372,0.8000,0.8182,0.9556
Green-winged Teal,2,71,0.8028,0.8042,0.7801,0.7912,0.9859
Wood Thrush,1,46,0.8043,0.9250,0.8043,0.8605,0.9130
Rufous-crowned Sparrow,1,41,0.8049,0.6735,0.8049,0.7333,0.9268
Fox Sparrow,3,119,0.8067,0.8470,0.7063,0.7269,0.9748
White-winged Dove,1,57,0.8070,0.8846,0.8070,0.8440,0.8947
Barn Owl,1,52,0.8077,0.8750,0.8077,0.8400,0.9615
White-throated Sparrow,2,104,0.8077,0.8262,0.7962,0.8098,0.9808
White-winged Crossbill,2,52,0.8077,0.8279,0.8063,0.8143,0.9615
Black Rosy-Finch,1,26,0.8077,0.6774,0.8077,0.7368,0.9231
Indigo Bunting,2,99,0.8081,0.6768,0.7833,0.7244,0.9596
Common Loon,2,120,0.8083,0.8081,0.8083,0.7942,0.9083
Scissor-tailed Flycatcher,1,37,0.8108,0.8824,0.8108,0.8451,0.9730
Bronzed Cowbird,1,32,0.8125,0.7429,0.8125,0.7761,0.9062
Harris's Hawk,1,43,0.8140,0.8750,0.8140,0.8434,0.9302
Gray Jay,1,54,0.8148,0.8980,0.8148,0.8544,0.8519
Yellow-billed Magpie,1,27,0.8148,0.9167,0.8148,0.8627,1.0000
Brown-headed Nuthatch,1,38,0.8158,0.6889,0.8158,0.7470,0.9474
Bullock's Oriole,2,87,0.8161,0.8196,0.7941,0.8029,0.9540
Song Sparrow,1,60,0.8167,0.8167,0.8167,0.8167,0.9667
Blue-gray Gnatcatcher,1,60,0.8167,0.7778,0.8167,0.7967,0.9500
Eastern Kingbird,1,60,0.8167,0.8167,0.8167,0.8167,0.9167
Northern Shoveler,2,100,0.8200,0.7570,0.7875,0.7700,0.9300
Ladder-backed Woodpecker,1,50,0.8200,0.7321,0.8200,0.7736,0.9600
Blue Grosbeak,2,100,0.8200,0.8101,0.8120,0.8103,0.9400
Chipping Sparrow,2,106,0.8208,0.7435,0.8112,0.7747,0.9528
Orange-crowned Warbler,1,58,0.8276,0.6316,0.8276,0.7164,0.9310
Dark-eyed Junco,5,192,0.8281,0.6713,0.6815,0.6751,0.9688
Blue-winged Teal,2,59,0.8305,0.8003,0.7584,0.7761,0.9661
Western Bluebird,1,59,0.8305,0.9245,0.8305,0.8750,0.9661
Harlequin Duck,2,65,0.8308,0.9574,0.7500,0.8111,0.9385
Mourning Dove,1,60,0.8333,0.8929,0.8333,0.8621,0.9333
Northern Mockingbird,1,60,0.8333,0.8929,0.8333,0.8621,0.8833
Bohemian Waxwing,1,60,0.8333,0.8621,0.8333,0.8475,0.9667
Nashville Warbler,1,60,0.8333,0.6667,0.8333,0.7407,0.9500
Red-bellied Woodpecker,1,60,0.8333,0.8333,0.8333,0.8333,0.9833
Western Grebe,1,42,0.8333,0.9459,0.8333,0.8861,1.0000
Canvasback,2,72,0.8333,0.9107,0.8212,0.8622,0.9583
Bald Eagle,2,103,0.8350,0.7030,0.8122,0.7537,0.9612
Common Eider,3,73,0.8356,0.7958,0.8292,0.8119,0.9452
House Sparrow,2,116,0.8362,0.8547,0.8351,0.8442,0.9397
Cattle Egret,1,49,0.8367,0.8039,0.8367,0.8200,0.9592
Cactus Wren,1,43,0.8372,0.9231,0.8372,0.8780,0.9767
Sanderling,2,68,0.8382,0.9277,0.7589,0.8242,0.9853
Bridled Titmouse,1,31,0.8387,0.9286,0.8387,0.8814,1.0000
Tree Swallow,1,56,0.8393,0.7705,0.8393,0.8034,0.9643
Reddish Egret,2,75,0.8400,0.7971,0.8119,0.8037,0.9733
Bobolink,2,88,0.8409,0.8874,0.8061,0.8413,0.9432
Baltimore Oriole,2,107,0.8411,0.7552,0.8287,0.7897,0.9720
Yellow-throated Vireo,1,38,0.8421,0.8421,0.8421,0.8421,0.9211
Field Sparrow,1,51,0.8431,0.9556,0.8431,0.8958,1.0000
Golden-crowned Sparrow,2,102,0.8431,0.8598,0.8452,0.8522,0.9608
Northern Saw-whet Owl,1,45,0.8444,0.9268,0.8444,0.8837,0.9556
American Pipit,1,58,0.8448,0.8167,0.8448,0.8305,0.9310
Bonaparte's Gull,1,58,0.8448,0.8167,0.8448,0.8305,0.9828
Say's Phoebe,1,58,0.8448,0.8033,0.8448,0.8235,0.9483
Pelagic Cormorant,1,26,0.8462,0.6286,0.8462,0.7213,1.0000
Western Kingbird,1,52,0.8462,0.7857,0.8462,0.8148,0.9423
Eurasian Collared-Dove,1,59,0.8475,0.8065,0.8475,0.8264,0.9661
Clark's Nutcracker,1,46,0.8478,0.8667,0.8478,0.8571,0.9348
Yellow-crowned Night-Heron,2,99,0.8485,0.8855,0.8526,0.8662,0.9596
Greater White-fronted Goose,1,33,0.8485,0.9333,0.8485,0.8889,0.9091
Black Skimmer,1,53,0.8491,0.9574,0.8491,0.9000,0.9623
Gray Catbird,1,60,0.8500,0.8947,0.8500,0.8718,1.0000
Northern Parula,1,60,0.8500,0.7846,0.8500,0.8160,0.9167
Swamp Sparrow,1,60,0.8500,0.8095,0.8500,0.8293,0.9500
Savannah Sparrow,1,60,0.8500,0.7969,0.8500,0.8226,0.9833
Dickcissel,1,60,0.8500,0.9808,0.8500,0.9107,0.9500
Red-headed Woodpecker,2,94,0.8511,0.8625,0.8058,0.8247,0.9149
Cedar Waxwing,1,54,0.8519,0.8679,0.8519,0.8598,0.9630
Winter Wren,1,54,0.8519,0.7077,0.8519,0.7731,0.9444
Harris's Sparrow,2,61,0.8525,0.8750,0.8486,0.8599,0.9672
Ring-necked Pheasant,2,61,0.8525,0.8939,0.8040,0.8462,0.9180
Horned Grebe,2,95,0.8526,0.8338,0.8595,0.8465,0.9579
Red-breasted Sapsucker,1,42,0.8571,0.9000,0.8571,0.8780,0.9524
Monk Parakeet,1,28,0.8571,0.9231,0.8571,0.8889,1.0000
Double-crested Cormorant,2,106,0.8585,0.6604,0.8593,0.7457,0.9906
Brown Thrasher,1,57,0.8596,0.9608,0.8596,0.9074,0.9123
Common Grackle,1,58,0.8621,0.7143,0.8621,0.7812,0.9483
Swainson's Thrush,1,58,0.8621,0.7463,0.8621,0.8000,0.9483
Purple Gallinule,2,51,0.8627,0.8003,0.7148,0.7421,0.9608
Townsend's Solitaire,1,37,0.8649,0.7442,0.8649,0.8000,0.9730
Pine Grosbeak,2,74,0.8649,0.9737,0.8633,0.9147,0.9730
Laughing Gull,2,104,0.8654,0.7841,0.8603,0.8204,0.9904
Pine Siskin,1,60,0.8667,0.9286,0.8667,0.8966,1.0000
Prairie Warbler,1,60,0.8667,0.7647,0.8667,0.8125,1.0000
Ovenbird,1,60,0.8667,0.9630,0.8667,0.9123,0.9500
Red-breasted Nuthatch,1,60,0.8667,0.8814,0.8667,0.8739,1.0000
American Woodcock,1,30,0.8667,0.9286,0.8667,0.8966,0.9333
Least Sandpiper,1,60,0.8667,0.8525,0.8667,0.8595,0.9833
Townsend's Warbler,1,60,0.8667,0.8966,0.8667,0.8814,0.9500
Northern Shrike,1,60,0.8667,0.7879,0.8667,0.8254,0.9333
Ring-necked Duck,2,68,0.8676,0.7542,0.8409,0.7944,0.9706
American Kestrel,2,115,0.8696,0.8715,0.8689,0.8692,0.9652
Curve-billed Thrasher,1,46,0.8696,0.9756,0.8696,0.9195,0.9565
Rose-breasted Grosbeak,2,108,0.8704,0.7993,0.8583,0.8277,0.9815
Red-breasted Merganser,2,85,0.8706,0.7712,0.8733,0.8132,0.9882
Brown-headed Cowbird,2,109,0.8716,0.8249,0.8628,0.8434,0.9633
Yellow-billed Cuckoo,1,47,0.8723,0.7321,0.8723,0.7961,0.9574
Chestnut-sided Warbler,2,95,0.8737,0.8758,0.8524,0.8637,0.9789
Mallard,2,120,0.8750,0.8130,0.8750,0.8414,0.9583
Northern Waterthrush,1,56,0.8750,0.7101,0.8750,0.7840,0.9821
Solitary Sandpiper,1,56,0.8750,0.7656,0.8750,0.8167,0.9643
Wilson's Phalarope,2,81,0.8765,0.8635,0.8635,0.8635,0.9877
Snowy Egret,1,49,0.8776,0.8431,0.8776,0.8600,1.0000
Mountain Bluebird,1,49,0.8776,0.8600,0.8776,0.8687,0.9592
White Ibis,2,91,0.8791,0.8961,0.8464,0.8667,0.9890
Bewick's Wren,1,58,0.8793,0.8947,0.8793,0.8870,0.9483
Yellow-headed Blackbird,2,83,0.8795,0.8819,0.8529,0.8601,0.9639
Northern Pygmy-Owl,1,50,0.8800,0.8800,0.8800,0.8800,0.9000
Gila Woodpecker,1,50,0.8800,0.8800,0.8800,0.8800,1.0000
Common Goldeneye,2,84,0.8810,0.6269,0.8645,0.7268,0.9881
Turkey Vulture,1,59,0.8814,0.9630,0.8814,0.9204,0.9322
Lark Sparrow,1,59,0.8814,0.8525,0.8814,0.8667,0.9661
Scarlet Tanager,2,77,0.8831,0.7457,0.8546,0.7889,0.9740
Wild Turkey,1,60,0.8833,0.8833,0.8833,0.8833,0.9333
American Coot,1,60,0.8833,0.9636,0.8833,0.9217,0.9000
Horned Lark,1,60,0.8833,0.9298,0.8833,0.9060,0.9500
Loggerhead Shrike,1,60,0.8833,0.8281,0.8833,0.8548,0.9333
White-breasted Nuthatch,1,60,0.8833,0.8983,0.8833,0.8908,0.9667
Tricolored Heron,1,60,0.8833,0.8689,0.8833,0.8760,0.9833
Anhinga,1,60,0.8833,0.8030,0.8833,0.8413,0.9500
Magnolia Warbler,2,105,0.8857,0.8603,0.8778,0.8688,0.9905
Common Ground-Dove,1,35,0.8857,0.9394,0.8857,0.9118,0.9714
Black-headed Grosbeak,2,106,0.8868,0.8307,0.8750,0.8507,0.9811
Long-billed Curlew,1,53,0.8868,0.9592,0.8868,0.9216,0.9623
Vermilion Flycatcher,2,89,0.8876,0.8538,0.8611,0.8530,0.9551
White-crowned Sparrow,2,120,0.8917,0.9208,0.8917,0.9057,0.9667
Black Turnstone,1,47,0.8936,1.0000,0.8936,0.9438,1.0000
Black-crowned Night-Heron,2,114,0.8947,0.9411,0.8898,0.9133,1.0000
Barn Swallow,1,57,0.8947,0.8644,0.8947,0.8793,1.0000
Clark's Grebe,1,38,0.8947,0.8293,0.8947,0.8608,0.9474
White-eyed Vireo,1,57,0.8947,0.8947,0.8947,0.8947,0.9649
Scaled Quail,1,19,0.8947,0.9444,0.8947,0.9189,1.0000
Hooded Merganser,2,86,0.8953,0.9091,0.8808,0.8945,0.9767
Hooded Warbler,1,49,0.8980,0.9778,0.8980,0.9362,1.0000
Black-and-white Warbler,1,60,0.9000,0.8710,0.9000,0.8852,0.9667
Wilson's Warbler,1,60,0.9000,0.8438,0.9000,0.8710,1.0000
Black-throated Green Warbler,1,60,0.9000,0.8438,0.9000,0.8710,0.9667
Lincoln's Sparrow,1,60,0.9000,0.8438,0.9000,0.8710,0.9833
Western Meadowlark,1,60,0.9000,0.7606,0.9000,0.8244,0.9667
Yellow-breasted Chat,1,60,0.9000,0.8060,0.9000,0.8504,0.9667
Pied-billed Grebe,1,60,0.9000,0.8060,0.9000,0.8504,0.9667
Eastern Bluebird,1,60,0.9000,0.8852,0.9000,0.8926,0.9833
Barred Owl,1,60,0.9000,0.9818,0.9000,0.9391,0.9667
Short-billed Dowitcher,1,60,0.9000,0.9643,0.9000,0.9310,0.9833
Yellow-throated Warbler,1,60,0.9000,0.9643,0.9000,0.9310,0.9167
Western Scrub-Jay,1,60,0.9000,0.7105,0.9000,0.7941,1.0000
Heermann's Gull,2,61,0.9016,0.8391,0.8934,0.8634,0.9836
Whimbrel,1,51,0.9020,0.9200,0.9020,0.9109,0.9804
Veery,1,41,0.9024,0.8222,0.9024,0.8605,0.9756
Common Merganser,2,74,0.9054,0.8213,0.9167,0.8661,1.0000
Northern Bobwhite,1,32,0.9062,1.0000,0.9062,0.9508,0.9688
Snow Bunting,2,64,0.9062,0.9037,0.8462,0.8714,0.9688
Burrowing Owl,1,43,0.9070,0.8667,0.9070,0.8864,0.9767
Spotted Sandpiper,2,98,0.9082,0.9296,0.9068,0.9171,0.9796
American Goldfinch,2,120,0.9083,0.8374,0.9083,0.8706,0.9667
Palm Warbler,1,44,0.9091,0.8696,0.9091,0.8889,0.9545
Varied Thrush,1,56,0.9107,0.9107,0.9107,0.9107,0.9643
Brown Pelican,1,34,0.9118,0.9118,0.9118,0.9118,1.0000
Brown Creeper,1,58,0.9138,0.9298,0.9138,0.9217,0.9828
Bufflehead,2,93,0.9140,0.7947,0.8924,0.8406,0.9785
Wood Duck,2,106,0.9151,0.9289,0.9072,0.9175,0.9717
American Redstart,2,119,0.9160,0.9063,0.9153,0.9106,0.9580
Ruby-crowned Kinglet,1,60,0.9167,0.8333,0.9167,0.8730,0.9500
Killdeer,1,60,0.9167,0.9649,0.9167,0.9402,0.9833
Black Vulture,1,48,0.9167,0.9167,0.9167,0.9167,0.9583
Red-eyed Vireo,1,60,0.9167,0.7971,0.9167,0.8527,0.9667
American Oystercatcher,1,49,0.9184,0.9184,0.9184,0.9184,0.9592
Black Oystercatcher,1,49,0.9184,0.9783,0.9184,0.9474,1.0000
Hermit Warbler,1,37,0.9189,0.8500,0.9189,0.8831,1.0000
Sandhill Crane,1,25,0.9200,0.9200,0.9200,0.9200,0.9600
Inca Dove,1,50,0.9200,0.8846,0.9200,0.9020,0.9600
Common Gallinule,2,64,0.9219,0.9211,0.8565,0.8759,1.0000
American Wigeon,2,64,0.9219,0.8718,0.9140,0.8924,0.9688
Common Nighthawk,1,39,0.9231,0.8372,0.9231,0.8780,0.9744
American Robin,2,119,0.9244,0.9399,0.9247,0.9320,0.9916
Mountain Chickadee,1,53,0.9245,0.8033,0.9245,0.8596,1.0000
Dunlin,2,93,0.9247,0.8992,0.9227,0.9100,0.9892
Common Yellowthroat,2,120,0.9250,0.8876,0.9250,0.9059,0.9750
Eastern Towhee,1,54,0.9259,0.7353,0.9259,0.8197,0.9815
Wilson's Snipe,1,55,0.9273,0.8793,0.9273,0.9027,0.9636
Purple Finch,2,97,0.9278,0.8906,0.9237,0.9061,0.9897
American White Pelican,1,28,0.9286,0.8966,0.9286,0.9123,0.9643
Wood Stork,1,56,0.9286,0.9286,0.9286,0.9286,0.9643
Swallow-tailed Kite,1,29,0.9310,0.7500,0.9310,0.8308,0.9655
Green Heron,1,60,0.9333,0.9180,0.9333,0.9256,0.9500
Tufted Titmouse,1,60,0.9333,0.8116,0.9333,0.8682,0.9500
