species,n_classes,support,accuracy,macro_precision,macro_recall,macro_f1,top5_recall
Northern Harrier,2,120,0.6417,0.7468,0.6417,0.6474,0.7750
Pigeon Guillemot,2,59,0.6441,0.6200,0.5574,0.5700,0.9322
Western Sandpiper,1,51,0.6471,0.7500,0.6471,0.6947,0.9608
White-winged Scoter,2,57,0.6491,0.7143,0.6500,0.6805,0.8596
Semipalmated Sandpiper,1,60,0.6500,0.6964,0.6500,0.6724,1.0000
Ruby-throated Hummingbird,2,114,0.6579,0.5897,0.6602,0.6194,0.9561
Red-naped Sapsucker,1,54,0.6667,0.6923,0.6667,0.6792,0.9815
Western Grebe,1,42,0.6667,0.8750,0.6667,0.7568,1.0000
Merlin,1,58,0.6724,0.7500,0.6724,0.7091,0.8276
Yellow-bellied Sapsucker,1,59,0.6780,0.6897,0.6780,0.6838,0.9153
Golden Eagle,2,72,0.6806,0.6207,0.6643,0.6323,0.9028
Herring Gull,2,101,0.6832,0.5582,0.6675,0.6070,0.9604
Clay-colored Sparrow,1,60,0.6833,0.8542,0.6833,0.7593,0.9333
Eastern Phoebe,1,60,0.6833,0.7193,0.6833,0.7009,0.8667
Great Black-backed Gull,2,73,0.6849,0.7810,0.6921,0.7323,0.9178
Northern Gannet,2,80,0.6875,0.7247,0.6083,0.6614,0.9125
Black-legged Kittiwake,2,42,0.6905,0.5952,0.6899,0.6387,0.9762
Prairie Falcon,1,42,0.6905,0.7632,0.6905,0.7250,0.9048
Louisiana Waterthrush,1,42,0.6905,0.8529,0.6905,0.7632,1.0000
White-tailed Kite,1,13,0.6923,0.8182,0.6923,0.7500,0.8462
Cassin's Finch,2,62,0.6935,0.8167,0.6732,0.7376,0.9355
Caspian Tern,1,49,0.6939,0.7083,0.6939,0.7010,0.9388
Eastern Wood-Pewee,1,49,0.6939,0.4658,0.6939,0.5574,0.9796
Golden-fronted Woodpecker,1,33,0.6970,0.6389,0.6970,0.6667,0.9394
Orchard Oriole,3,93,0.6989,0.7426,0.6549,0.6927,0.9032
California Towhee,1,44,0.7045,0.8611,0.7045,0.7750,0.9318
White-faced Ibis,1,34,0.7059,0.8276,0.7059,0.7619,0.9412
Ring-billed Gull,2,96,0.7083,0.6335,0.6778,0.6538,0.9062
Canada Goose,1,31,0.7097,0.7586,0.7097,0.7333,0.8710
Red-throated Loon,2,59,0.7119,0.7146,0.6640,0.6866,0.8983
Northern Flicker,2,118,0.7119,0.7380,0.7119,0.7078,0.9661
Lesser Goldfinch,2,95,0.7158,0.8222,0.6575,0.7107,0.9158
Common Loon,2,120,0.7167,0.8029,0.7167,0.7419,0.9083
Tennessee Warbler,1,60,0.7167,0.5811,0.7167,0.6418,0.9000
Red-necked Grebe,2,60,0.7167,0.7916,0.7169,0.7451,0.9000
Purple Martin,2,71,0.7183,0.6890,0.7198,0.7002,0.9155
Black-billed Cuckoo,1,32,0.7188,0.7419,0.7188,0.7302,0.9375
Verdin,1,32,0.7188,0.8846,0.7188,0.7931,0.8750
Surf Scoter,2,61,0.7213,0.6768,0.6605,0.6630,0.9016
Common Redpoll,1,40,0.7250,0.7250,0.7250,0.7250,0.9500
Bay-breasted Warbler,2,62,0.7258,0.7072,0.7132,0.7056,0.9194
Townsend's Solitaire,1,37,0.7297,0.7941,0.7297,0.7606,0.9730
American Black Duck,1,37,0.7297,0.7297,0.7297,0.7297,0.8919
Wrentit,1,37,0.7297,0.9310,0.7297,0.8182,0.8378
Gadwall,2,75,0.7333,0.6682,0.6476,0.6571,0.9333
Vesper Sparrow,1,60,0.7333,0.7458,0.7333,0.7395,0.9500
Brown-capped Rosy-Finch,1,34,0.7353,0.7143,0.7353,0.7246,0.9706
Phainopepla,2,53,0.7358,0.7555,0.7056,0.7293,0.9245
Royal Tern,1,38,0.7368,0.7568,0.7368,0.7467,0.9737
Carolina Chickadee,1,58,0.7414,0.6056,0.7414,0.6667,0.9655
Warbling Vireo,1,60,0.7500,0.8824,0.7500,0.8108,0.9833
Northern Shrike,1,60,0.7500,0.8036,0.7500,0.7759,0.9500
Hermit Thrush,1,60,0.7500,0.8824,0.7500,0.8108,0.9667
Ash-throated Flycatcher,1,41,0.7561,0.9394,0.7561,0.8378,0.9024
Rufous-crowned Sparrow,1,41,0.7561,0.7561,0.7561,0.7561,0.8780
Crested Caracara,1,54,0.7593,0.9318,0.7593,0.8367,0.9074
Lesser Scaup,2,79,0.7595,0.4932,0.7724,0.5940,0.9114
Northern Rough-winged Swallow,1,42,0.7619,0.6400,0.7619,0.6957,0.9048
Anna's Hummingbird,2,106,0.7642,0.7185,0.7621,0.7388,0.9717
Lazuli Bunting,2,68,0.7647,0.8529,0.7075,0.7728,0.9706
Yellow Warbler,1,60,0.7667,0.8364,0.7667,0.8000,0.9000
Bushtit,1,60,0.7667,0.6970,0.7667,0.7302,0.9333
Willet,1,60,0.7667,0.8846,0.7667,0.8214,0.9000
Swamp Sparrow,1,60,0.7667,0.7541,0.7667,0.7603,0.9667
Black Rosy-Finch,1,26,0.7692,0.8000,0.7692,0.7843,0.9231
Florida Scrub-Jay,1,26,0.7692,0.6897,0.7692,0.7273,0.9615
White-winged Crossbill,2,52,0.7692,0.8036,0.7656,0.7825,0.9423
Pine Warbler,1,48,0.7708,0.6271,0.7708,0.6916,0.9167
White-winged Dove,1,57,0.7719,0.7857,0.7719,0.7788,0.9123
Cinnamon Teal,2,75,0.7733,0.8500,0.5909,0.6296,0.8933
Broad-billed Hummingbird,2,71,0.7746,0.8434,0.6614,0.7108,0.9437
Eared Grebe,2,80,0.7750,0.8715,0.7694,0.8136,0.9250
White-throated Swift,1,40,0.7750,0.7750,0.7750,0.7750,0.9750
Yellow-rumped Warbler,4,214,0.7757,0.7386,0.7694,0.7509,0.9907
Rock Pigeon,1,58,0.7759,0.9375,0.7759,0.8491,0.8793
Blackpoll Warbler,2,103,0.7767,0.8125,0.7820,0.7967,0.9320
Winter Wren,1,54,0.7778,0.7119,0.7778,0.7434,0.9630
Western Tanager,2,86,0.7791,0.7312,0.7236,0.7260,0.9419
Blue-winged Teal,2,59,0.7797,0.8634,0.6527,0.7045,0.9492
Summer Tanager,3,100,0.7800,0.8561,0.7448,0.7924,0.9300
Bronzed Cowbird,1,32,0.7812,0.6944,0.7812,0.7353,0.9062
Bullock's Oriole,2,87,0.7816,0.7659,0.7647,0.7652,0.9655
Ross's Goose,1,23,0.7826,0.5806,0.7826,0.6667,1.0000
Blue-gray Gnatcatcher,1,60,0.7833,0.7833,0.7833,0.7833,0.9333
Anhinga,1,60,0.7833,0.8545,0.7833,0.8174,0.9833
Great Blue Heron,1,60,0.7833,0.9592,0.7833,0.8624,0.9500
Spotted Towhee,1,60,0.7833,0.9792,0.7833,0.8704,0.9500
European Starling,3,154,0.7857,0.8587,0.7833,0.8156,0.9545
Fox Sparrow,3,119,0.7899,0.7769,0.6471,0.6542,0.9664
Canvasback,2,72,0.7917,0.9064,0.7751,0.8302,0.9583
House Sparrow,2,116,0.7931,0.8906,0.7916,0.8381,0.9138
American Pipit,1,58,0.7931,0.7077,0.7931,0.7480,0.9310
Little Blue Heron,2,97,0.7938,0.8117,0.7764,0.7904,0.9485
Gray Jay,1,54,0.7963,0.8431,0.7963,0.8190,0.8519
Western Bluebird,1,59,0.7966,0.9216,0.7966,0.8545,0.9831
Dark-eyed Junco,5,192,0.7969,0.6786,0.6621,0.6695,0.9635
White-throated Sparrow,2,104,0.7981,0.8003,0.7825,0.7905,0.9808
Laughing Gull,2,104,0.7981,0.7557,0.7930,0.7730,0.9712
Lesser Yellowlegs,1,60,0.8000,0.5926,0.8000,0.6809,0.9833
Long-tailed Duck,3,65,0.8000,0.7508,0.7652,0.7568,0.9231
Chipping Sparrow,2,106,0.8019,0.7600,0.7870,0.7729,0.9623
Black-throated Gray Warbler,1,41,0.8049,0.9167,0.8049,0.8571,0.9268
Bridled Titmouse,1,31,0.8065,0.9259,0.8065,0.8621,0.9677
Red-breasted Sapsucker,1,42,0.8095,0.8947,0.8095,0.8500,0.9286
Orange-crowned Warbler,1,58,0.8103,0.6912,0.8103,0.7460,0.8793
House Wren,1,54,0.8148,0.6471,0.8148,0.7213,0.9259
Yellow-billed Magpie,1,27,0.8148,0.8800,0.8148,0.8462,1.0000
Western Scrub-Jay,1,60,0.8167,0.7778,0.8167,0.7967,1.0000
Downy Woodpecker,1,60,0.8167,0.6901,0.8167,0.7481,0.9833
Northern Parula,1,60,0.8167,0.8033,0.8167,0.8099,0.9167
Marsh Wren,1,60,0.8167,0.8305,0.8167,0.8235,0.9333
Redhead,2,44,0.8182,0.7528,0.8083,0.7793,0.9318
Northern Pintail,2,66,0.8182,0.7088,0.8214,0.7545,0.9091
Glossy Ibis,1,44,0.8182,0.7200,0.8182,0.7660,0.9773
Ruddy Duck,3,106,0.8208,0.8409,0.8019,0.8107,0.9717
Tree Swallow,1,56,0.8214,0.7302,0.8214,0.7731,0.9286
Nuttall's Woodpecker,1,45,0.8222,0.7551,0.8222,0.7872,0.9778
Blackburnian Warbler,1,51,0.8235,0.7778,0.8235,0.8000,0.8824
Band-tailed Pigeon,1,40,0.8250,0.8684,0.8250,0.8462,0.9500
Wood Thrush,1,46,0.8261,1.0000,0.8261,0.9048,0.8913
Reddish Egret,2,75,0.8267,0.7593,0.7901,0.7744,0.9733
Western Kingbird,1,52,0.8269,0.6935,0.8269,0.7544,0.9423
Blue-headed Vireo,1,52,0.8269,0.6615,0.8269,0.7350,0.9615
Common Grackle,1,58,0.8276,0.7273,0.8276,0.7742,0.9483
Abert's Towhee,1,29,0.8276,0.8276,0.8276,0.8276,0.9310
Red-headed Woodpecker,2,94,0.8298,0.8033,0.7772,0.7852,0.9149
Harlequin Duck,2,65,0.8308,0.9886,0.7500,0.8276,0.9231
Cedar Waxwing,1,54,0.8333,0.9184,0.8333,0.8738,0.9444
Northern Mockingbird,1,60,0.8333,0.8929,0.8333,0.8621,0.9167
Pine Siskin,1,60,0.8333,0.9091,0.8333,0.8696,1.0000
Savannah Sparrow,1,60,0.8333,0.8333,0.8333,0.8333,1.0000
Black Vulture,1,48,0.8333,0.8333,0.8333,0.8333,0.9375
Bald Eagle,2,103,0.8350,0.7003,0.8089,0.7507,0.9709
Cattle Egret,1,49,0.8367,0.8723,0.8367,0.8542,0.9592
Harris's Hawk,1,43,0.8372,0.8000,0.8372,0.8182,0.9767
Ring-necked Duck,2,68,0.8382,0.7617,0.8087,0.7828,0.9559
Wilson's Phalarope,2,81,0.8395,0.8444,0.8100,0.8260,0.9753
Ladder-backed Woodpecker,1,50,0.8400,0.7500,0.8400,0.7925,0.9800
Northern Shoveler,2,100,0.8400,0.7889,0.8125,0.8005,0.9300
Blue Grosbeak,2,100,0.8400,0.7991,0.8325,0.8140,0.9500
Yellow-throated Vireo,1,38,0.8421,0.9143,0.8421,0.8767,0.9737
Vermilion Flycatcher,2,89,0.8427,0.9198,0.8100,0.8476,0.9551
Say's Phoebe,1,58,0.8448,0.7903,0.8448,0.8167,0.9483
Bewick's Wren,1,58,0.8448,0.8909,0.8448,0.8673,0.9828
Green-winged Teal,2,71,0.8451,0.8355,0.8211,0.8271,0.9859
Pelagic Cormorant,1,26,0.8462,0.6471,0.8462,0.7333,1.0000
Eurasian Collared-Dove,1,59,0.8475,0.8197,0.8475,0.8333,0.9492
Canyon Towhee,1,46,0.8478,0.7500,0.8478,0.7959,0.9783
Indigo Bunting,2,99,0.8485,0.7085,0.8301,0.7622,0.9697
Common Eider,3,73,0.8493,0.7900,0.8406,0.8125,0.9726
Horned Lark,1,60,0.8500,0.9623,0.8500,0.9027,0.9333
Nashville Warbler,1,60,0.8500,0.6375,0.8500,0.7286,0.9500
American Coot,1,60,0.8500,0.9808,0.8500,0.9107,0.9000
Eastern Kingbird,1,60,0.8500,0.8226,0.8500,0.8361,0.9167
Black-throated Green Warbler,1,60,0.8500,0.8644,0.8500,0.8571,0.9667
Western Meadowlark,1,60,0.8500,0.7286,0.8500,0.7846,0.9833
Forster's Tern,1,60,0.8500,0.7083,0.8500,0.7727,0.9833
Yellow-billed Cuckoo,1,47,0.8511,0.8000,0.8511,0.8247,0.9362
Ring-necked Pheasant,2,61,0.8525,0.8939,0.8040,0.8462,0.9344
Harris's Sparrow,2,61,0.8525,0.9286,0.8486,0.8838,0.9508
Sanderling,2,68,0.8529,0.9510,0.7852,0.8471,1.0000
Golden-crowned Sparrow,2,102,0.8529,0.8992,0.8500,0.8728,0.9902
Yellow-headed Blackbird,2,83,0.8554,0.8455,0.8235,0.8246,0.9639
Solitary Sandpiper,1,56,0.8571,0.8889,0.8571,0.8727,0.9821
Mountain Bluebird,1,49,0.8571,0.9130,0.8571,0.8842,0.9592
Monk Parakeet,1,28,0.8571,0.9600,0.8571,0.9057,0.9643
Double-crested Cormorant,2,106,0.8585,0.6408,0.8593,0.7341,1.0000
Yellow-crowned Night-Heron,2,99,0.8586,0.9489,0.8564,0.9002,0.9495
Baltimore Oriole,2,107,0.8598,0.7964,0.8476,0.8206,0.9907
Cactus Wren,1,43,0.8605,0.8605,0.8605,0.8605,1.0000
Bonaparte's Gull,1,58,0.8621,0.7692,0.8621,0.8130,0.9828
Purple Gallinule,2,51,0.8627,0.8500,0.7148,0.7529,0.9412
Scissor-tailed Flycatcher,1,37,0.8649,0.9143,0.8649,0.8889,0.9459
Osprey,1,52,0.8654,0.8036,0.8654,0.8333,1.0000
Gray Catbird,1,60,0.8667,0.7647,0.8667,0.8125,0.9833
Northern Saw-whet Owl,1,45,0.8667,0.8478,0.8667,0.8571,0.9333
Loggerhead Shrike,1,60,0.8667,0.8000,0.8667,0.8320,0.9333
Prairie Warbler,1,60,0.8667,0.8125,0.8667,0.8387,0.9833
Ruby-crowned Kinglet,1,60,0.8667,0.8254,0.8667,0.8455,0.9333
Black-throated Blue Warbler,2,91,0.8681,0.9384,0.8483,0.8887,0.9780
Brown-headed Nuthatch,1,38,0.8684,0.7021,0.8684,0.7765,1.0000
Curve-billed Thrasher,1,46,0.8696,0.9302,0.8696,0.8989,0.9783
American Kestrel,2,115,0.8696,0.7897,0.8674,0.8258,0.9826
Red-breasted Merganser,2,85,0.8706,0.7922,0.8742,0.8187,0.9765
Common Nighthawk,1,39,0.8718,0.8293,0.8718,0.8500,0.9744
Chestnut-sided Warbler,2,95,0.8737,0.8871,0.8524,0.8681,0.9789
Horned Grebe,2,95,0.8737,0.8272,0.8762,0.8509,0.9684
Brant,1,32,0.8750,1.0000,0.8750,0.9333,0.9688
Black Oystercatcher,1,49,0.8776,1.0000,0.8776,0.9348,1.0000
Snowy Egret,1,49,0.8776,0.8958,0.8776,0.8866,1.0000
Greater White-fronted Goose,1,33,0.8788,0.9355,0.8788,0.9062,1.0000
Rose-breasted Grosbeak,2,108,0.8796,0.8432,0.8667,0.8547,0.9815
Gila Woodpecker,1,50,0.8800,0.8980,0.8800,0.8889,1.0000
Common Goldeneye,2,84,0.8810,0.7077,0.8752,0.7810,0.9286
Greater Roadrunner,1,34,0.8824,0.9091,0.8824,0.8955,0.9706
Red-breasted Nuthatch,1,60,0.8833,0.9636,0.8833,0.9217,0.9833
Song Sparrow,1,60,0.8833,0.7571,0.8833,0.8154,0.9667
Barred Owl,1,60,0.8833,0.9815,0.8833,0.9298,1.0000
Wild Turkey,1,60,0.8833,0.8833,0.8833,0.8833,0.9500
Townsend's Warbler,1,60,0.8833,0.8983,0.8833,0.8908,0.9500
Bohemian Waxwing,1,60,0.8833,0.8833,0.8833,0.8833,0.9833
Barn Owl,1,52,0.8846,0.8519,0.8846,0.8679,0.9038
Common Ground-Dove,1,35,0.8857,0.9394,0.8857,0.9118,0.9429
Palm Warbler,1,44,0.8864,0.8125,0.8864,0.8478,0.9545
Black-headed Grosbeak,2,106,0.8868,0.8321,0.8768,0.8529,0.9906
Black Skimmer,1,53,0.8868,0.9592,0.8868,0.9216,0.9811
White Ibis,2,91,0.8901,0.9139,0.8550,0.8779,0.9670
American Redstart,2,119,0.8908,0.8675,0.8900,0.8786,0.9748
Clark's Nutcracker,1,46,0.8913,0.8913,0.8913,0.8913,0.9130
Mallard,2,120,0.8917,0.7797,0.8917,0.8282,0.9667
Pine Grosbeak,2,74,0.8919,0.9205,0.8906,0.9030,0.9595
Black Turnstone,1,47,0.8936,1.0000,0.8936,0.9438,1.0000
Brown Thrasher,1,57,0.8947,0.9444,0.8947,0.9189,0.9649
Scaled Quail,1,19,0.8947,0.8947,0.8947,0.8947,1.0000
Clark's Grebe,1,38,0.8947,0.6939,0.8947,0.7816,0.9737
Swainson's Thrush,1,58,0.8966,0.8254,0.8966,0.8595,0.9655
Brown Creeper,1,58,0.8966,0.9123,0.8966,0.9043,0.9828
Hooded Warbler,1,49,0.8980,0.9362,0.8980,0.9167,1.0000
Ovenbird,1,60,0.9000,0.9310,0.9000,0.9153,0.9500
Northern Pygmy-Owl,1,50,0.9000,0.9000,0.9000,0.9000,0.9000
Marbled Godwit,1,60,0.9000,0.8438,0.9000,0.8710,1.0000
Mourning Dove,1,60,0.9000,0.8710,0.9000,0.8852,0.9667
Lincoln's Sparrow,1,60,0.9000,0.8710,0.9000,0.8852,0.9833
Yellow-throated Warbler,1,60,0.9000,0.9000,0.9000,0.9000,0.9333
Red-eyed Vireo,1,60,0.9000,0.8060,0.9000,0.8504,0.9833
Pied-billed Grebe,1,60,0.9000,0.8182,0.9000,0.8571,0.9667
Least Sandpiper,1,60,0.9000,0.7714,0.9000,0.8308,0.9833
American Woodcock,1,30,0.9000,0.9643,0.9000,0.9310,0.9333
Yellow-breasted Chat,1,60,0.9000,0.8438,0.9000,0.8710,0.9667
Dickcissel,1,60,0.9000,0.9643,0.9000,0.9310,0.9500
Heermann's Gull,2,61,0.9016,0.8834,0.8834,0.8834,0.9672
Whimbrel,1,51,0.9020,0.8679,0.9020,0.8846,0.9804
Bufflehead,2,93,0.9032,0.7716,0.8773,0.8210,0.9677
American Wigeon,2,64,0.9062,0.8903,0.8725,0.8765,1.0000
Northern Bobwhite,1,32,0.9062,0.9355,0.9062,0.9206,0.9375
Hooded Merganser,2,86,0.9070,0.9020,0.8959,0.8987,0.9767
Purple Finch,2,97,0.9072,0.8196,0.9030,0.8591,0.9897
Brown-headed Cowbird,2,109,0.9083,0.7812,0.9017,0.8370,0.9633
American Goldfinch,2,120,0.9083,0.8924,0.9083,0.8994,0.9667
White-crowned Sparrow,2,120,0.9083,0.9068,0.9083,0.9073,0.9667
Bobolink,2,88,0.9091,0.8505,0.8970,0.8725,0.9659
Scarlet Tanager,2,77,0.9091,0.7400,0.8980,0.7986,0.9740
Northern Waterthrush,1,56,0.9107,0.7286,0.9107,0.8095,0.9821
Barn Swallow,1,57,0.9123,0.9286,0.9123,0.9204,1.0000
Snowy Owl,1,46,0.9130,0.9333,0.9130,0.9231,0.9348
Magnolia Warbler,2,105,0.9143,0.8382,0.9111,0.8706,0.9905
Turkey Vulture,1,59,0.9153,0.9153,0.9153,0.9153,0.9661
Eastern Bluebird,1,60,0.9167,0.8730,0.9167,0.8943,0.9667
Tricolored Heron,1,60,0.9167,0.8730,0.9167,0.8943,0.9833
Tufted Titmouse,1,60,0.9167,0.7971,0.9167,0.8527,0.9667
Red-bellied Woodpecker,1,60,0.9167,0.8333,0.9167,0.8730,0.9833
Pyrrhuloxia,1,48,0.9167,0.9167,0.9167,0.9167,1.0000
Belted Kingfisher,1,60,0.9167,0.9649,0.9167,0.9402,0.9667
Killdeer,1,60,0.9167,0.9649,0.9167,0.9402,0.9833
American Oystercatcher,1,49,0.9184,0.8491,0.9184,0.8824,0.9592
Hermit Warbler,1,37,0.9189,0.7907,0.9189,0.8500,1.0000
Sandhill Crane,1,25,0.9200,0.9200,0.9200,0.9200,0.9600
Black-crowned Night-Heron,2,114,0.9211,0.8657,0.9167,0.8893,0.9825
Golden-crowned Kinglet,1,51,0.9216,0.9038,0.9216,0.9126,0.9608
Field Sparrow,1,51,0.9216,0.8868,0.9216,0.9038,0.9804
Snow Bunting,2,64,0.9219,0.9717,0.8558,0.9048,0.9688
Long-billed Curlew,1,53,0.9245,0.8167,0.9245,0.8673,0.9623
Great Crested Flycatcher,1,53,0.9245,0.8596,0.9245,0.8909,0.9811
Common Yellowthroat,2,120,0.9250,0.9016,0.9250,0.9128,0.9750
Veery,1,41,0.9268,0.7600,0.9268,0.8352,1.0000
Wood Stork,1,56,0.9286,0.9630,0.9286,0.9455,0.9643
Spotted Sandpiper,2,98,0.9286,0.9289,0.9280,0.9284,0.9796
American White Pelican,1,28,0.9286,0.8966,0.9286,0.9123,0.9643
Varied Thrush,1,56,0.9286,0.9123,0.9286,0.9204,0.9464
Burrowing Owl,1,43,0.9302,0.9756,0.9302,0.9524,0.9767
Swallow-tailed Kite,1,29,0.9310,0.7297,0.9310,0.8182,0.9310
Lark Sparrow,1,59,0.9322,0.9016,0.9322,0.9167,0.9661
Common Merganser,2,74,0.9324,0.8624,0.9405,0.8989,1.0000
White-breasted Nuthatch,1,60,0.9333,0.8485,0.9333,0.8889,1.0000
Green Heron,1,60,0.9333,0.9825,0.9333,0.9573,0.9500
Black Phoebe,1,60,0.9333,0.9180,0.9333,0.9256,1.0000
Black-and-white Warbler,1,60,0.9333,0.8485,0.9333,0.8889,0.9667
Short-billed Dowitcher,1,60,0.9333,0.9655,0.9333,0.9492,1.0000
Common Gallinule,2,64,0.9375,0.8730,0.8898,0.8798,1.0000
Inca Dove,1,50,0.9400,0.8704,0.9400,0.9038,0.9600
