true_class,pred_class,count,same_species,same_order
Allen's Hummingbird (Adult Male),Rufous Hummingbird (Adult Male),23,False,True
Red-naped Sapsucker,Yellow-bellied Sapsucker,22,False,True
Black-capped Chickadee,Carolina Chickadee,21,False,True
Semipalmated Sandpiper,Western Sandpiper,20,False,True
Cooper's Hawk (Adult),Sharp-shinned Hawk (Adult ),19,False,True
Greater Scaup (Breeding male),Lesser Scaup (Breeding male),19,False,True
Greater Yellowlegs,Lesser Yellowlegs,19,False,True
Great Cormorant (Adult),Double-crested Cormorant (Adult),18,False,True
Greater Scaup (Female/Eclipse male),Lesser Scaup (Female/Eclipse male),18,False,True
Great-tailed Grackle,Boat-tailed Grackle,18,False,True
Barrow's Goldeneye (Female/Eclipse male),Common Goldeneye (Female/Eclipse male),18,False,True
"Allen's Hummingbird (Female, immature)","Rufous Hummingbird (Female, immature)",17,False,True
Sharp-shinned Hawk (Adult ),Cooper's Hawk (Adult),16,False,True
Pacific-slope Flycatcher,Cordilleran Flycatcher,16,False,True
Mourning Warbler,MacGillivray's Warbler,16,False,True
Common Raven,American Crow,16,False,True
Sharp-shinned Hawk (Immature),Cooper's Hawk (Immature),15,False,True
California Gull (Adult),Ring-billed Gull (Adult),15,False,True
Pacific Wren,Winter Wren,15,False,True
Western Wood-Pewee,Eastern Wood-Pewee,14,False,True
Yellow-rumped Warbler (Breeding Audubon's),Yellow-rumped Warbler (Winter/juvenile Audubon's),14,True,True
Glossy Ibis,White-faced Ibis,14,False,True
Canyon Towhee,California Towhee,14,False,True
Boat-tailed Grackle,Great-tailed Grackle,14,False,True
Tundra Swan,Trumpeter Swan,14,False,True
Peregrine Falcon (Immature),Peregrine Falcon (Adult),14,True,True
Cassin's Vireo,Blue-headed Vireo,13,False,True
Western Screech-Owl,Eastern Screech-Owl,13,False,True
Rufous Hummingbird (Adult Male),Allen's Hummingbird (Adult Male),13,False,True
"Black-chinned Hummingbird (Female, immature)","Ruby-throated Hummingbird (Female, immature)",13,False,True
Chihuahuan Raven,Common Raven,13,False,True
Eastern Screech-Owl,Western Screech-Owl,13,False,True
Lesser Yellowlegs,Greater Yellowlegs,13,False,True
Great Cormorant (Immature),Double-crested Cormorant (Immature),12,False,True
Eastern Wood-Pewee,Western Wood-Pewee,12,False,True
"Broad-tailed Hummingbird (Female, immature)","Calliope Hummingbird (Female, immature)",12,False,True
Plumbeous Vireo,Cassin's Vireo,12,False,True
Downy Woodpecker,Hairy Woodpecker,12,False,True
White-throated Sparrow (Tan-striped/immature),White-throated Sparrow (White-striped),11,True,True
Snow Goose (White morph),Ross's Goose,11,False,True
Barrow's Goldeneye (Breeding male),Common Goldeneye (Breeding male),11,False,True
Hairy Woodpecker,Downy Woodpecker,11,False,True
"Ruby-throated Hummingbird (Female, immature)","Black-chinned Hummingbird (Female, immature)",10,False,True
Least Flycatcher,Cordilleran Flycatcher,10,False,True
American Crow,Common Raven,10,False,True
Red-shouldered Hawk (Adult ),Red-shouldered Hawk (Immature),10,True,True
Cooper's Hawk (Immature),Sharp-shinned Hawk (Immature),10,False,True
Eastern Meadowlark,Western Meadowlark,9,False,True
Neotropic Cormorant,Double-crested Cormorant (Immature),9,False,True
Neotropic Cormorant,Double-crested Cormorant (Adult),9,False,True
Northwestern Crow,American Crow,9,False,True
European Starling (Breeding Adult),European Starling (Nonbreeding Adult),9,True,True
Yellow-bellied Sapsucker,Red-naped Sapsucker,9,False,True
Brown-capped Rosy-Finch,Gray-crowned Rosy-Finch,9,False,True
Northern Flicker (Red-shafted),Northern Flicker (Yellow-shafted),9,True,True
Common Loon (Breeding),Common Loon (Nonbreeding/juvenile),9,True,True
Common Tern,Forster's Tern,9,False,True
"Calliope Hummingbird (Female, immature)","Rufous Hummingbird (Female, immature)",9,False,True
Western Grebe,Clark's Grebe,8,False,True
Hermit Thrush,Swainson's Thrush,8,False,True
