true_class,pred_class,count,same_species,same_order
Red-naped Sapsucker,Yellow-bellied Sapsucker,26,False,True
Allen's Hummingbird (Adult Male),Rufous Hummingbird (Adult Male),23,False,True
Black-capped Chickadee,Carolina Chickadee,22,False,True
Hairy Woodpecker,Downy Woodpecker,22,False,True
Greater Yellowlegs,Lesser Yellowlegs,20,False,True
Western Screech-Owl,Eastern Screech-Owl,19,False,True
Greater Scaup (Female/Eclipse male),Lesser Scaup (Female/Eclipse male),19,False,True
Boat-tailed Grackle,Great-tailed Grackle,19,False,True
"Black-chinned Hummingbird (Female, immature)","Ruby-throated Hummingbird (Female, immature)",19,False,True
Sharp-shinned Hawk (Adult ),Cooper's Hawk (Adult),18,False,True
Sharp-shinned Hawk (Immature),Cooper's Hawk (Immature),18,False,True
Louisiana Waterthrush,Northern Waterthrush,18,False,True
Lesser Yellowlegs,Greater Yellowlegs,17,False,True
Chihuahuan Raven,Common Raven,16,False,True
Eastern Screech-Owl,Western Screech-Owl,16,False,True
Cassin's Vireo,Blue-headed Vireo,16,False,True
Rufous Hummingbird (Adult Male),Allen's Hummingbird (Adult Male),16,False,True
"Calliope Hummingbird (Female, immature)","Broad-tailed Hummingbird (Female, immature)",15,False,True
Cave Swallow,Cliff Swallow,15,False,True
Yellow-rumped Warbler (Winter/juvenile Audubon's),Yellow-rumped Warbler (Breeding Audubon's),15,True,True
Barrow's Goldeneye (Female/Eclipse male),Common Goldeneye (Female/Eclipse male),14,False,True
"Allen's Hummingbird (Female, immature)","Rufous Hummingbird (Female, immature)",14,False,True
Western Wood-Pewee,Eastern Wood-Pewee,14,False,True
Great-tailed Grackle,Boat-tailed Grackle,14,False,True
Carolina Chickadee,Black-capped Chickadee,14,False,True
Northern Flicker (Red-shafted),Northern Flicker (Yellow-shafted),13,True,True
Semipalmated Sandpiper,Western Sandpiper,13,False,True
Yellow-rumped Warbler (Breeding Audubon's),Yellow-rumped Warbler (Winter/juvenile Audubon's),13,True,True
Common Tern,Forster's Tern,13,False,True
Pacific Wren,Winter Wren,13,False,True
Cooper's Hawk (Adult),Sharp-shinned Hawk (Adult ),13,False,True
Greater Scaup (Breeding male),Lesser Scaup (Breeding male),12,False,True
Mourning Warbler,MacGillivray's Warbler,12,False,True
Eastern Wood-Pewee,Western Wood-Pewee,12,False,True
Cooper's Hawk (Immature),Sharp-shinned Hawk (Immature),12,False,True
Pacific-slope Flycatcher,Cordilleran Flycatcher,12,False,True
"Broad-tailed Hummingbird (Female, immature)","Calliope Hummingbird (Female, immature)",12,False,True
Black-crested Titmouse,Tufted Titmouse,12,False,True
Boreal Chickadee,Chestnut-backed Chickadee,11,False,True
Common Raven,American Crow,11,False,True
Plumbeous Vireo,Cassin's Vireo,11,False,True
Eastern Meadowlark,Western Meadowlark,11,False,True
Hoary Redpoll,Common Redpoll,11,False,True
Spotted Towhee,Eastern Towhee,11,False,True
European Starling (Breeding Adult),European Starling (Nonbreeding Adult),10,True,True
"Ruby-throated Hummingbird (Female, immature)","Black-chinned Hummingbird (Female, immature)",10,False,True
Brown-capped Rosy-Finch,Gray-crowned Rosy-Finch,10,False,True
Vaux's Swift,Chimney Swift,10,False,True
Tundra Swan,Trumpeter Swan,10,False,True
California Gull (Adult),Herring Gull (Adult),10,False,True
American Crow,Common Raven,10,False,True
Forster's Tern,Common Tern,10,False,True
Great Cormorant (Adult),Double-crested Cormorant (Adult),10,False,True
Northern Flicker (Yellow-shafted),Northern Flicker (Red-shafted),10,True,True
Mexican Jay,Western Scrub-Jay,10,False,True
Pacific Loon (Nonbreeding/juvenile),Common Loon (Nonbreeding/juvenile),10,False,True
Fish Crow,American Crow,10,False,True
Barrow's Goldeneye (Breeding male),Common Goldeneye (Breeding male),9,False,True
Lesser Scaup (Breeding male),Greater Scaup (Breeding male),9,False,True
Great Cormorant (Immature),Double-crested Cormorant (Immature),9,False,True
